Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags
09/05/2021 23:58;b'@febridiansyah @msaid_didu Bagaimana dengan kasus yg lebih besar lagi, misalnya BLBI, Century, Jiwasraya, Asabri, dan mantan Sekjen MA. Apakah masih dilanjut? Nyaris tak terdengar belakangan ini kecuali bansos. Semoga ini tdk krn pandemi yg masih merajalela, dan nanti bila sdh mereda, reda pula beritanya..';0;1,39E+18;TedyMoel1;0;Twitter for Android;0;[]
09/05/2021 23:56;b'@marzukialie_MA yg di sebut oleh tuan joko adalah bipang ambawang pak bukan jipang jadi bipang ambawang itu BABI PANGGANG \njangan suka motong.motong kalimat \nmotong kalimat enak banget kayak motong anggaran.BANSOS DAN ANGGARAN BLT';0;1,39E+18;ayulest98766599;0;Twitter for Android;0;[]
09/05/2021 23:45;b'Selama @jokowi menjabat, tdk akan terungkap. Sama halnya dgn harun masiku dan madam bansos. https://t.co/E6FEEC0hQl';0;1,39E+18;penipu_2periode;0;Twitter Web App;0;[]
09/05/2021 23:40;b'@Pki59905467 @eko_kuntadhi Lah..kasus bansos pelakunya ada dipenjara. Apa anda mau nemenin tuh koruptor ?? Cari ada ke tahanan KPK.';0;1,39E+18;tabithajanuary2;0;Twitter for Android;0;[]
09/05/2021 23:39;b'Kemsos Hentikan Bansos Tunai, Ini Penjelasan Tri\xc2\xa0Rismaharini https://t.co/PLmSbvKbz9';0;1,39E+18;Ponggolwatu;0;WordPress.com;0;[]
09/05/2021 23:23;b'@GeiszChalifah JIPANG itu sayuran\n\nKIPANG itu cemilan\n\nBIPANG itu...???\n\ngara2 membahas bipang sebentar lg orang2 lupa klo yg di makan itu adalah nasi, bukan beras \xf0\x9f\x98\x80\xf0\x9f\x98\x80\n\nJgn lupa MADAM BANSOS, OMNIBUS, FPI &amp;0;;;;;;
09/05/2021 23:16;b'@xixisila Bansos DRAKOR kangkung \xf0\x9f\x98\x93\xf0\x9f\x98\x93\xf0\x9f\x98\x93\xf0\x9f\x98\x93';0;1,39E+18;anadylx;0;Twitter for Android;0;[]
09/05/2021 23:16;b'Pasca UU @KPK_RI direvisi, sebagian besar nama2 kasatgas yg diduga masuk daftar 75 itu adalah squad yg menangani kasus2 kakap spt OTT Bansos, OTT Benur KKP, Kasus Pajak, Tanjung Balai, Cimahi, dan masih byk lagi turunannya.';0;1,39E+18;nang_syam;8;Twitter for Android;0;[]
09/05/2021 23:16;b'@xixisila BANSOS DRAKOR WKKAKAKKAKAKA UP UPP APAOISSOEKSOR';0;1,39E+18;anadylx;0;Twitter for Android;0;[]
09/05/2021 23:10;b'@RachlanNashidik Dari FPI hingga BIPANG semua nya cuma pengalihan isu kasus rejim partai jahanam negeri sono bg.\n\nJangan lupa MADAM BANSOS &amp;0;;;;;;
09/05/2021 23:05;b'@BudiSetyawanNas @MusafirWaktu @detikcom Dikit amat cuman itu? \xf0\x9f\x98\x82 hua hua,,,  jiwa sraya, bansos, e ktp belom gw sebutin padahal \xf0\x9f\x98\x82';0;1,39E+18;Pramukti5;0;Twitter Web App;0;[]
09/05/2021 23:02;b'@barmi_mirza @sudjiwotedjo Woi pekok!\nKalau bansos ama lobster itu korupsi.\nKalau gabener itu namanya kelebihan bayar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nhttps://t.co/D6FVNK7JAM';0;1,39E+18;kafara666;0;Twitter Web App;0;[]
09/05/2021 23:02;b'Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;0;;;;;;
09/05/2021 23:01;b'@TempeKohl @goodboyraff @cainslave @AREAJULID Terus apa kabarnya sama pelaku koruptor pemakan dana bansos emang itu gak di cap pelanggar HAM';0;1,39E+18;fajarbarkah1;0;Twitter for Android;0;[]
09/05/2021 22:56;b'Bansos PKH dan BPNT Cair Mei 2021, Cek Penerima di  Laman Resmi https://t.co/ZqcsedwLd7\n \nhttps://t.co/mX1Y9I1NbR';1;1,39E+18;tribunnews;3;Twitter Web App;0;[]
09/05/2021 22:52;b'@kafara666 @sudjiwotedjo Woiiii.... pekok damkar apaan sih, emang tu korupsi bansos pake damkar \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84';0;1,39E+18;barmi_mirza;0;Twitter for Android;0;[]
09/05/2021 22:46;b'@idtodayco Maling bansos kalian,tak usah urus bipang';0;1,39E+18;aliflapasere;0;Twitter for Android;0;[]
09/05/2021 22:43;b'@bbmrachel @VIVAcoid @msaid_didu Wah menyerahkan semua kasus kepimpinan bisa bisa alat bukti raib..hmmm..hidup madam bansos, hidup jiwasraya, hidup asabri..hidup koruptor !!!';0;1,39E+18;belau_antu;0;Twitter for Android;0;[]
09/05/2021 22:41;b'Ternyata dalang Tes Wawasan Kebangsaan cuma akal akalan PKIPerjuangan utk menghilangkan kasus BANSOS yg banyak melibatkan petinggi partai Madam BANSOS https://t.co/vKDrmDeC83';0;1,39E+18;Alfayed32526395;0;Twitter for Android;0;[]
09/05/2021 22:41;b'@David_kayadu1 @AliNgabalinNew Apa kbr duit bansos\nApa kbr Blbi\nApa kbr para koruptor\nApa kabr pmbunuh laskar\nApa kabar pndeta pndana kkb teroris papua...\nApa kabr WNA tiongkok yg baru dateng\xf0\x9f\x98\x82\n\nMakan duit hibah gratis dr negri ONTA pada diem\xf0\x9f\x98\x82\n\nSasaranya kadrun / onta mulu.';0;1,39E+18;Sahlani39441947;1;Twitter for Android;0;[]
09/05/2021 22:41;"b'@AREAJULID sekarang tuh kebanyakan masyarakat udah bodoamat sama covid, bukannya g percaya covid ya tapi lebih gk percaya ke pemerintah. kita berkaca ke sebelum""nya aja deh dari kebijakan kebijakan aneh, korupsi bansos, tes swab bekas, orng yang meninggal bukan karna covid tapi di bilang -'";0;1,39E+18;kisminnn;0;Twitter for Android;0;[]
