Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags;
06/05/2021 00:00;b'Uang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos by @RssFeed - https://t.co/VVeIv5eAAB https://t.co/5Huhz5KcXp';0;1,39E+18;kabarwarga;0;SerbaCeban;0;[];
06/05/2021 00:02;b'@idtodayco Emangnya wibawa maling bansos itu sehebat apa?';0;1,39E+18;decepticon073;0;Twitter Web App;0;[];
06/05/2021 00:07;b'@geloraco Tidak surut itu cuma di mulut. Di lapangan Masiku hilang. Truk isi dokumen raib. SP3 buat koruptor. Penggeledahan yg selalu bocor. Ogah-ogahan nangani kasus besar sprt Jiwasraya, Asabri, dan Bansos, krn ada penggede yg terlibat.\n\nSiapa yg mo percaya?\nBubar lebih baik buat KPK.';0;1,39E+18;SaifuddinSay;1;Twitter for Android;0;[];
06/05/2021 00:10;b'@PDI_Perjuangan Mending kasih motivasi kader kau yang kena kasus korupsi dana bansos. Memotivasi Persebaya itu urusan BONEK!!';0;1,39E+18;GreenOnTheRag;0;Twitter for Android;0;[];
06/05/2021 00:13;b'Yang pasti ga dipanggil KPK wong juragan mendoan ndak ikut ikut korupsi bansos sama benur kok https://t.co/uBPy5NSIQb';0;1,39E+18;sandrotama;0;Twitter for iPhone;0;[];
06/05/2021 00:19;b'@addiems Ayok berkerumun. Kayak di NTT, nanti dapat hadiah jaket bagus dark Pakde. Lumayan ga usah beli jaket. Bonus bansos isi mie instan. Ayok. Jangan ketinggalan dapat hadiah jaket istimewa.';1;1,39E+18;miftahspara;0;Twitter Web App;0;[];
06/05/2021 00:23;"b'@Anonymous_2024 @NajaiRocky Andai di Indonesia Bisa menghukum seperti itu maka akan mengurangi orang"" yg doyan mencuri , seperti dana BANSOS YG KEBANGETAN NYURINYA GK TANGGUNG_ TANGGGUNG ASTAGFIRLLAH HAL\'ADZIM \xf0\x9f\x98\xad\xf0\x9f\x98\xad'";0;1,39E+18;CintaNirmala2;0;Twitter for Android;0;[];
06/05/2021 00:26;b'@tribunnews @channel_608 Dan selamatlah madam bansos ...';0;1,39E+18;GusDekill;0;Twitter for Android;0;[];
06/05/2021 00:26;b'@untukrakyat_ tapi ada juga orang. mungkin tidak sedikit. niatnya ingin mengingatkan tentang kebaikan. tetapi caranya salah. dan malah jadinya salah paham. bagaimana itu kang bansos? berati yang salah siapa';0;1,39E+18;_____mput;0;Twitter for Android;0;[];
06/05/2021 00:34;b'@SINDOnews Lho, beda atuh lantara kartu prakerja dan bansos, jangan disamain. Jelas BEDA BANGET!!\nDi Kartu Prakerja itu ada ilmu2 yang bisa diambil kalo ikut pelatihan, apalagi aku kemaren ambil di Bukalapak. Banyak bonusnya!!';1;1,39E+18;heycandra1;0;Twitter for iPhone;0;[];
