Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags;
07/05/2021 23:59;b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6';;1,39E+18;emgalib;37;Twitter for Android;1;[];
07/05/2021 23:59;b'RT @JaggerDono: Masih nunggu spanduk bertuliskan:\n\n\xe2\x80\x9cKami minta maaf telah merampok momen kumpul Lebaran bersama keluarga (lagi) karena lebi\xe2\x80\xa6';;1,39E+18;yudhabrot;2;Twitter for iPhone;1;[];
07/05/2021 23:58;b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6';;1,39E+18;meetjoeblack_jr;37;Twitter for iPhone;1;[];
07/05/2021 23:55;b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6';;1,39E+18;online_britain;37;Twitter for Android;1;[];
07/05/2021 23:54;b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6';;1,39E+18;RamliRizal;37;Twitter for iPhone;1;[];
07/05/2021 23:49;b'RT @LaodeMSyarif: Penyelidik &amp;;;;;;;;
07/05/2021 23:49;b'Baca berita nakes wisma atlet, speechless. Tidak bermaksud suudzon, cuma penasaran aja, duitnya sebenarnya ada atau bernasib sama spt bansos?';0;1,39E+18;tidnjem;0;Twitter Web App;0;[];
07/05/2021 23:41;b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....';;1,39E+18;Valkyreism;320;Twitter for Android;1;[];
07/05/2021 23:40;b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6';;1,39E+18;Musannifsanusi;6;Twitter for Android;1;[];
07/05/2021 23:40;b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....';;1,39E+18;tidakusahaja;320;Twitter for Android;1;[];
07/05/2021 23:38;b'Solusi ekonomi dikala pandemi :\n\n1 twit Elon Musk tentang doge &gt;;;;;;;;
07/05/2021 23:38;b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6';;1,39E+18;f_yathir;6;Twitter for Android;1;[];
07/05/2021 23:36;b'@setengahpede Jadi, siapa yg ga tegas diawalnya dan malah jd mencla mencle begini ? Udh tau ga tegas dr awal, dan malah keasyikan ga tegas ampe sekarang..\nMangkanya dibilang, pemerintah keasyikan korup dana bansos apa ya mangkanya ga serius nanganinnya ?';0;1,39E+18;AzizatilNurul;0;Twitter for Android;0;[];
07/05/2021 23:34;b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6';;1,39E+18;hafa72340539;63;Twitter for Android;1;[];
07/05/2021 23:33;b'Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana ada keterlibatan anggota fraksi PDI-P Di DPR dan Kader PDI-P mantan Mensos adlh garong Bansos yg duitnya dilangsir utk biaya Pilkada Serentak 2020\n\nJelas kha ? https://t.co/gQfOR5gDJa';0;1,39E+18;tamrintomagola;6;Twitter for Android;0;[];
07/05/2021 23:33;b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6';;1,39E+18;YuyunYuuu;63;Twitter for Android;1;[];
07/05/2021 23:29;b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6';;1,39E+18;YuyunYuuu;504;Twitter for Android;1;[];
