Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags;
10/05/2021 00:12;b'@idtodayco Maling Bansos, Jiwasraya, Asabri, masihu pada doyan bipang tidak?';0;1,39E+18;sugito43334255;1;Twitter for Android;0;[];
10/05/2021 00:13;b'@CNNIndonesia Varian baru,proposal utang baru,,bansos baru,ntar dikorupsi lagi\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;1,39E+18;Negeripinokio;1;Twitter Web App;0;[];
10/05/2021 00:14;b'@budiwidagdo2 @idtodayco @PutraWadapi Hutang meroket untuk siapa bree. Utk rakyat, utk pembangunan infrastruktur atau utk kepentingan pribadi? Yg gak punya malu itu org yg suka mengritik hutang besar pemerintah tp msh suka lewat jln toll, lewat bandara yg baru dibangun, atau org yg paling depan antrean daftar bansos';0;1,39E+18;Sa_Ramadhan1;0;Twitter for Android;0;[];
10/05/2021 00:15;b'Bansos PKH dan BPNT Cair Mei 2021, Cek Penerima di Laman Resmi https://t.co/pJASU1QOA5 - #INDONESIA\n\nhttps://t.co/ONV8ly95oW';1;1,39E+18;IDCorner;0;IDCorner.Co.iD;0;['INDONESIA'];
10/05/2021 00:22;b'@Pki59905467 @eko_kuntadhi wong koruptornya bansos udah ketangkep kok masih diungkit2\nkadrun emang dongo';0;1,39E+18;bigbaliboi;0;Twitter Web App;0;[];
10/05/2021 00:22;b'Ngerjain @ftr_finance tuh berasa kyk dftr bansos, uda duluan daftar, bener2 ngisi, ujung2nya ditolak krn u unqualified. Ditanya knp, dikata u airdrop farmers (?) Giliran yg terakhir ngisi modal copas, dapet. Dobel lg. Dah kyk pejabat negri dagelan lu tong. PILIH KASIH. Gblg \xf0\x9f\x98\x82';0;1,39E+18;rere09203483;0;Twitter Web App;0;[];
10/05/2021 00:25;b'@kafara666 @sudjiwotedjo Walahhh... berita daerah rupanya woiiii.... peler bodo amat lagi emang kami pikirin yg tinggal di sumatera mau lebih bayr kek, lebih tinggi kek rupanya berita DKI emang pengaroh bagi kami yg tinggal di daerah, tu bansos dikorupsi dr aceh sampe papua yg merasakan nasional PAHAM.';0;1,39E+18;barmi_mirza;0;Twitter for Android;0;[];
10/05/2021 00:33;b'@CNNIndonesia Kapan KPK dapat tangkepan seperti ini lagi ya ...tidak recehan...cicak lawan buaya....\n\nPenegak hukum ...yg dikorup lumayan....vonisnya lumayan juga....\n\nKlau seandainya petugas bansos dan benur dapat tuntutan dan vonis seperti itu lumayan juga\xf0\x9f\x98\x80\xf0\x9f\x98\x80';0;1,39E+18;eko_80799;0;Twitter for Android;0;[];
10/05/2021 00:36;b'Oh ini toh yg sangat menakutkan para garong CS karena ada pak Harus Al Rasyid penyidik KPK yg hendak disingkirkan oleh Gerombolan koruptor bansos, benur, asabri... #bupatinganjuk https://t.co/caDace2YzF';0;1,39E+18;irwanrosid19;0;Twitter for Android;0;['bupatinganjuk'];
10/05/2021 00:45;b'@adearmando1 Nggak kebalik,panik kasus mega korupsi Bansos,bakal merambat kemana mana,makanya,apalagi nanti pengunaan dana pembeliann vaksin yang tak transparan,rakyat sebagai pemilik  tunggal negara ,berhak untuk tahu,.... https://t.co/feImn4xXGw';0;1,39E+18;Ms80577672;0;Twitter for Android;0;[];
10/05/2021 00:47;b'@korantempo @tempodotco madam bansos, pak lurah dan anak nya makin seneng';0;1,39E+18;hakieeem;0;Twitter for Android;0;[];
10/05/2021 00:48;b'@tiokalcapone Kagak inget.  \n\nKrna jarang korupsinya, yg inget ya PDIP Partai Juara Korupsi ..\n\nBANSOS DIKORUPSI ..';0;1,39E+18;athaFath;0;Twitter for Android;0;[];
10/05/2021 00:48;"b'si MALING ""MADAM BANSOS"" ADEM AJA???\n\nMENJIJIKAN!!!!\n\ncc @KPK_RI @PDI_Perjuangan @DPR_RI @mprgoid'";0;1,39E+18;omar2000nur;0;Twitter for Android;0;[];
10/05/2021 00:50;b'Gaisss skrang katany jaman pansos ya..pansos itu apa sih..klo bansos bru gua paham..bodoh gua ya hahahaa\n#BILMESMENUJUPUNCAK';0;1,39E+18;RonySan35631944;3;Twitter for Android;0;['BILMESMENUJUPUNCAK'];
10/05/2021 00:51;b'KPK hanya bisa OTT koruptor receh saat ini\nSedangkan yg kakap bisa duduk santai karena yg menanganinya tidak lulus tes\nAsabri, jiwasraya, bansos yg sangat besar tidak sampai ke akar2nya maupun sampai ke kakap nya\nTidak mungkin dia korupsi sendiri kalau tidak ada dalangnya https://t.co/dB6kSFp6aw';0;1,39E+18;BennyRidwan_;0;Twitter for Android;0;[];
10/05/2021 00:53;b'@EnggalPMT Boleh gak dilanjutin pertanyaanya. Dalam hitungan bulan berapa untungnya, bisa gak untungnya dipakai buat dana bansos, mumpung rakyat lagi banyak susah dan dana pembangunan ibukota baru.';0;1,39E+18;Diks_btn;0;Twitter for Android;0;[];
10/05/2021 00:58;b'@David_kayadu1 @AliNgabalinNew Bipang ! yang korupsi bansos, jiwasraya itu siapa?';0;1,39E+18;suaraha00716821;0;Twitter for Android;0;[];
10/05/2021 01:02;b'@geloraco Maling Bansos, kardus durian, Jiwasraya, Asabri kaitannya dgn apa???';0;1,39E+18;sugito43334255;1;Twitter for Android;0;[];
