Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags;
07/05/2021 03:47;"b""@bangZhack86 Ada ini, da.\nSurat terbuka kepada Madam Bansos dari Aliansi Mahasiswa. Entah mo dikirim pas 20 Mei atau ngga' tapi dah beredar. \xf0\x9f\xa4\xb7 https://t.co/DOLdtdo15I""";0;1,39E+18;ayah_neisha;0;Twitter for Android;0;[];
07/05/2021 03:35;"b""@jokowi \nAssalamu'alaikum warahmatullahi wabaro katu,\nSelamat pagi, terkait dengan program pemerintah pusat mengenai dana Bansos, dana Covid19 UMKN  JKNkis dan lain lain.  Yang menyangkut pemulihan ekonomi rakyat,  mohon di evaluasi ulang, karena program tersebut tidak pernah ada""";0;1,39E+18;SugengR41532008;0;Twitter for Android;0;[];
07/05/2021 13:29;"b""@tunanganjefri @AREAJULID WKWKWK 'BANSOS AJA DISUAP'""";0;1,39E+18;orangimud;0;Twitter for Android;0;[];
07/05/2021 04:11;"b'""Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banyak yg abal2. Lengkap skenario perampokan Bansos hak orang miskin itu,"" cuit Rizal Ramli\xc2\xa0\nhttps://t.co/MAntlcqBuh'";0;1,39E+18;soeyoto1;95;Twitter for Android;0;[];
07/05/2021 07:28;"b""Namanya juga Bansos, banca'an Sosialita https://t.co/lI9OxHE48E""";0;1,39E+18;GueChokY;0;Twitter for Android;0;[];
07/05/2021 10:00;b'#Grafikonomi\n\nHai #SahabatEkon\n\nPemerintah menyalurkan bansos dan Perlinsos diantaranya untuk meningkatkan konsumsi dan daya beli masyarakat.\n\nYuk simak informasinya.\n\n#UntukEkonomiIndonesia https://t.co/55cz6rH357';0;1,39E+18;PerekonomianRI;1;Twitter Web App;0;['Grafikonomi', 'SahabatEkon', 'UntukEkonomiIndonesia'];
07/05/2021 01:33;b'#SemangatBangkitkanRI  dengan menyerahkan bansos butuh proses dan waktu serta padan dengan NIK\n#SemangatBangkitkanRI https://t.co/oB8BvvNk0o';1;1,39E+18;nyananan36;0;Twitter for Android;0;['SemangatBangkitkanRI', 'SemangatBangkitkanRI'];
07/05/2021 12:11;b'@2TitikHitam @Youdha59527379 @Arifin29722734 @erick_fikri @NogoSari16 @msaid_didu Korupsi bansos adalah korupsi terbiadab disepanjang sejarah Indonesia merdeka, banyak tertangkap karena memang korupsi terparah di rezim skrg\xf0\x9f\x91\x80\xf0\x9f\x91\x80';0;1,39E+18;Atisicantik;0;Twitter for Android;0;[];
07/05/2021 02:04;b'@4w4nR @kbenaranHakiki @Suryantos9 @tempodotco sekalian dong bahas harun masiku, \n\nsoal bansos,\n\nblbi ,\n\ndan yg lainya';0;1,39E+18;themomen_;0;Twitter for Android;0;[];
07/05/2021 08:11;b'@a17d412y Yg katanya korup bansos covid dihukum mati kayaknya belum mati2 tuh ampe sekarang ya..\nMalah nambah banyak yg ikut2an ampe bisa2nya kepikiran buat alat swab daur ulang \xf0\x9f\x98\x85\xf0\x9f\xa4\xad';0;1,39E+18;AzizatilNurul;0;Twitter for Android;0;[];
