Tanggal;Banyak Retweet;Tweet;Terjemah
13/05/2021 00:06;0.0;bayang no masiku mas e dadi bansos sg sasar;shadow no masiku mas e dadi social assistance sg targeted
13/05/2021 00:08;0.0;ngutang 6000t dapat bansos mie instan;debt 6000t get instant noodle social assistance
13/05/2021 00:21;0.0;pemberian bansos bukti hadir negara masyarakat dukung kebaikan untuk nkri dukung kebaikan untuk nkri;the provision of social assistance is evidence of the presence of the state, the community supports goodness for homeland, supports goodness for homeland
13/05/2021 00:21;0.0;dukung kebaikan untuk nkri  9pemberian bansos bukti hadir negara masyarakat dukung kebaikan untuk nkri;support goodness for homeland 9 the provision of social assistance proof of the presence of the state people support goodness for homeland
13/05/2021 00:30;0.0;bansos bukti dukung kebaikan untuk nkri;social assistance is evidence to support goodness for nkri
13/05/2021 00:45;0.0;rakyat indonesia maaf korupsi dana bansos;indonesian people sorry for corruption in social assistance funds
13/05/2021 01:05;0.0;bansos tangan di proses beda subsidi uap alih 2 pihak ambil untung lingkar mafia migas lindung legalitas bijak dalam hadap krisis;social assistance is in a different process, steam subsidies are transferred by 2 parties to take advantage of the oil and gas mafia circle to protect legality wisely in the face of crisis
13/05/2021 01:08;0.0;andre nainggolan non muslim lagi nanganin bansos kamu bilang jahiliyah firli langgar kode etik berat henti kpk lo;andre nainggolan non-muslims are still handling social assistance you say jahiliyah firli violated the code of ethics seriously stop kpk lo
13/05/2021 01:15;0.0;bansos dana insentif tenaga kesehatan sukarelawan tidak mafia dana covid 19 ganas rampok anggar;social assistance funds, incentives for health workers, volunteers, not mafia, funds for covid 19, viciously rob fencing
13/05/2021 01:19;2.0;korupsi papua adlh karena nkri koruptif asai oligarki bansos jkt embat lg;papua's corruption is due to the corruption of the republic of indonesia, the social assistance oligarchy, in late again
13/05/2021 02:01;0.0;dukung kebaikan untuk nkri beri bansos bukti hadir;support goodness for homeland, give social assistance, proof of attendance
13/05/2021 02:03;0.0;pusing ngajuin bansos lurah turun rw saya inisiatif duit kantong agama kaya misquen beliau rata kali tidak heran sulit ganti;i'm dizzy applying for the sub-district social assistance to go down to rw, i have the initiative to make money from religious pockets, rich in misquen, he's usually not surprised that it's hard to replace
13/05/2021 02:07;0.0;kalau kpk hebat sulit tangkap harun masiku madam bansos tebang pilih;if kpk is great it's hard to catch harun masiku madam bansos selectively
13/05/2021 02:08;1.0;bela bansos asabri bpjs pada sorak sorak karena sbntr lagi mereka dpt;defend the social assistance asabri bpjs to cheers because soon they will get it
13/05/2021 02:14;0.0;bagus bansos biar embat ekonomi biar cepet roket biar perintah salahin eeehh;it's good that the social assistance will slow down the economy so that the rocket will speed up so that the orders will be blamed eeehh
13/05/2021 02:15;0.0;bhabinkamtibmas polsek sawah serah bansos beras dampak covid 19;bhabinkamtibmas rice field police hand over rice social assistance due to covid 19
13/05/2021 02:20;0.0;pempus bansos;social assistance
13/05/2021 02:25;2.0;bayangin e-ktapi jiwasraya bansos jual beli jabat bilang receh mentang ketangkep banyak pudidi;imagine e-ktapi jiwasraya bansos buying and selling shackles said small change because they caught a lot of money
13/05/2021 02:28;2.0;bayangin e-ktapi jiwasraya bansos jual beli jabat bilang receh tan;imagine e-ktapi jiwasraya bansos buying and selling shackles say change tan
13/05/2021 02:31;0.0;tuju bansos 2 peti es minimal abu 2 kanmakanya orang jujur singkir ganti sama orang 2 jilat cinta dunia seperti  ngesilin ngebolin;go for social assistance 2 ice chests, at least 2 ash, that's why honest people get out of the way and replace people with 2 people who love the world like playing a ball
13/05/2021 02:33;0.0;woi balikin itu duit korupsi bansos duit tiket jalan 2 amerika pakai sorban tutup pikir busuk;wow, return it money for corruption, social assistance, money for america's 2nd road ticket using a turban, close it thinks it's rotten
13/05/2021 02:51;0.0;negara hutang dana salur bansos uang karaoke anak 2 keras tahun bayar hutang biaya hibur pns kroni;state debt, funds, social assistance channel, karaoke money, children 2 years old, paying debts, entertainment costs, civil servants, cronies
13/05/2021 02:54;2.0;gimana yaaa sih saya pro covid kesini bongkar gimana bobrok d;how come i'm pro covid here, how is it dilapidated?
13/05/2021 03:03;0.0;bansos muk g;social assistance muk g
13/05/2021 03:10;0.0;bela miskin dana bansos embat;defend the poor with social assistance funds
13/05/2021 03:11;0.0;kalau koruptor bansos koruptor entar min;if corrupt, social assistance is corrupt, then min
13/05/2021 03:11;0.0;partai gadungan kalau ngaku juang cilik tapi maling duit bansos;fake party that claims to be fighting for a little bit but steals social assistance money
13/05/2021 03:12;0.0;emang e ktapi bansos jiwasraya pesan bani bipang ngomong isi;it's true, but the social assistance of jiwasraya ordered bani bipang to talk about the contents
13/05/2021 03:13;0.0;maaf kpk bersih aman korupsi bansos;sorry kpk clean safe corruption bansos
13/05/2021 03:19;0.0;kader korupsi dana bansos;social assistance fund corruption cadres
13/05/2021 03:30;0.0;seperti ngene ngurus negoro opo iki dagel maca berita iki semoga waras dadi edan kabeh iki rezim wes tenan ndablek semoga benar dadi tidak benar semoga tidak benar dadi benar pejabate ora ana isine bansos ditelen kpk paten mbuh iki mau dadi seperti  opo indonesia;like taking care of negoro opo iki dagel read this news hopefully sane dadi is crazy kabeh iki wes regime is really ndablek hopefully it's true dadi is not right hopefully it's not true dadi is right official ora isine bansos is taken by kpk patent heals this want dadi like opo indonesia
13/05/2021 03:35;1.0;bansos bongkar akar guncang dunia salahsatunya pegawai kpk kondisi denga;social assistance dismantles the roots of shaking the world, one of which is the kpk employee in a condition with
13/05/2021 03:37;0.0;ooo ya begitu juga ngomong panggung catat demokrasi non aktif lagi meriksaq benur lobster bansos;ooo, yes, that's the same as saying that the stage for recording democracy is not active anymore. checking out the social assistance lobster fry
13/05/2021 03:46;0.0;adil kembali dana bansos tilep madam;just return the tilep madam social assistance funds
13/05/2021 03:50;0.0;organik unorganik beli bansos eh;organic unorganic buy social assistance eh
