Tanggal;Tweets;Dif;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags
19/05/2021 10:01;"b""@afraudfrau Kok sama kyk rtku:( kalo distribusi kupon/undangan bansos mesti kroni2nya minta 'uang bensin'. Trs kalo warga butuh bantuan, malah dinyinyirin. Gang rmh dia gotnya kotor bgt, apa ga malu tuh sm tamu2nya dia. Warga sini gada yg berani komen terang2an krn emaknya bisa nyantet""";4;0;1,39E+18;taviaannn;0;Twitter for Android;0;[]
06/05/2021 14:25;"b""@Bams44421380 @aik_arif Tp hubungan antara asumsi 'kentitan bansos' dengan bahaya gelombang kedua covid19 apa?""";5;0;1,39E+18;ngimpikau;0;Twitter for Android;0;[]
07/05/2021 03:47;"b""@bangZhack86 Ada ini, da.\nSurat terbuka kepada Madam Bansos dari Aliansi Mahasiswa. Entah mo dikirim pas 20 Mei atau ngga' tapi dah beredar. \xf0\x9f\xa4\xb7 https://t.co/DOLdtdo15I""";5;0;1,39E+18;ayah_neisha;0;Twitter for Android;0;[]
20/05/2021 14:03;"b""@CHika_040416 @TRendusara @YRadianto kasus hambalang itu sudah diproses KPK sampai ketum'nya juga nginap di hotel prodeo, itu namanya sosok pemimpin yang netral pak sby, tdk seperti rezim saat ini kasus bansos, asabri, jiwasraya, bpjs tenaga kerja, aktor utamnya blm kesentuh, korupsinya gila men !! dasar bani bipang""";5;0;1,40E+18;edy_siregar_77;0;Twitter for Android;0;[]
18/05/2021 14:44;"b""@cnbcindonesia Pohon Korupsi Bansos Yg Dipangkas Hanya Ranting\xc2\xb2y.. Batang dan Akar'y Msh Berdiri Tegak Menukmati Cahaya Mentari Setiap Hari..!!""";5;0;1,39E+18;aguzta1213;1;Twitter for Android;0;[]
20/05/2021 01:35;"b""@edo751945 Jadi Urusan Kita Apa BIG TEACHER.?\n\nBANSOS, BLBI ATAU ALUTSISTA YG DIEMBAT AMA MONCONG PUTIH &amp";5;0;;;;;;
19/05/2021 06:58;"b""@erwincoy93 @yosnggarang @DonAdam68 Dan ironis juga sih.. banyak pemuja novel menelan mentah' ocehan nya yg belum bisa dibuktikan sendiri oleh KPK adanya kasus 100 T korupsi bansos..ini blunder buat novel jika dia g bisa buktikan apa yg dia ucapkan.. jika emng terbukti berarti emang dia hebat dalam penyidikan""";5;0;1,39E+18;roniexs;0;Twitter for Android;0;[]
18/05/2021 14:54;"b""@fairyataIe @jangandulupergi maka'y heran kok bnyk orang yg kemakan bualan kekgitu.\n100T itu kan nilai proyek bansos, bkn nilai yg dikorupsi.""";5;0;1,39E+18;celloagusta;0;Twitter Web App;0;[]
17/05/2021 03:53;"b""@febridiansyah @kandargalang asbab @KPK_RI dibubarkan,\nMenangani kasus #BLBI beserta turunan'nya.\nyg terakhir Kasus Bansos krn mengarah ke satu orang petinggi Partai Penguasa, Seorang Wanita, usia lanjut, Fix.\n\nBarbuk Milik Negara dijual &amp";5;0;;;;;;
06/05/2021 06:47;"b""@geloraco Ada kata cebong si anak madam bansos.\npemimpin yg mirip umar itu jka sholat jum'atnya smpe 4 raka'at &amp";5;0;;;;;;
09/05/2021 13:53;"b""@henrysubiakto O gitu pak ?! Jd yg \n- tdk korupsi dana bansos +++\n- bayar pajak \n- tdk memeras P'sila\n- membela agama kami, krn agama kami di sudutkan trs. \n- dipecat (PHK) \nMenurut bpk tdk waras ya ? Baiklah pak, trm ksh. Semoga Allah membalas kebaikan bpk.""";5;0;1,39E+18;fa_fenani;0;Twitter for Android;0;[]
05/05/2021 22:27;"b""@hipohan Apakah si madam (maling dana masyarakat) bansos ini baca cuitan kita ya?\nBantu dong sampaikan ke do'i.""";5;0;1,39E+18;yuesefa;1;Twitter for Android;0;[]
19/05/2021 08:25;"b""@IbraPanyalai @maryamm18923736 @Dennysiregar7 Cari ulama yg seperti imam syafi'i, bukan ulama kriminal yg dipenjara seperti koruptor bansos""";5;0;1,39E+18;_GarudaHitam_;0;Twitter for Android;0;[]
07/05/2021 03:35;"b""@jokowi \nAssalamu'alaikum warahmatullahi wabaro katu,\nSelamat pagi, terkait dengan program pemerintah pusat mengenai dana Bansos, dana Covid19 UMKN  JKNkis dan lain lain.  Yang menyangkut pemulihan ekonomi rakyat,  mohon di evaluasi ulang, karena program tersebut tidak pernah ada""";4;0;1,39E+18;SugengR41532008;0;Twitter for Android;0;[]
18/05/2021 04:06;"b""@Jones96540252 @PutraWadapi Tidak akan pernah terbuka apalagi jujur. Awalnya saja sdh didasari dengan kebohongan dan korban nyawa (Para Syuhada Petugas KPPS yg terlupakan). Dilanjutkan dengan maling berjama'ah : BPJS, ASABRI, BANSOS, dsb. Kemudian Konstitusi, hukum, dan Demokrasi dilemahkan. HANCURRR...!!!""";5;0;1,39E+18;R_Soentana;0;Twitter for Android;0;[]
10/05/2021 05:38;"b""@kurawa Saya bang @kurawa lulusan sarjana susah cari pkerjaan aplgi sjk adanya pandemi covid19, saya juga sdh daftar program kartu prakerja dari gelombang 1-16 tpi tidak pernah lolos seleksi sdg kerabat saya daftar sekali lgsung lolos pdhl kluarganya p'nerima bansos https://t.co/QBerKJKTfA""";4;0;1,39E+18;Anggitfriadika;0;Twitter Web App;0;[]
20/05/2021 13:33;"b""@mochamadarip Gk Ngembat,\nJIWASRAYA \xf0\x9f\x91\x88\nASABRI \xf0\x9f\x91\x88\n&amp";5;0;;;;;;
19/05/2021 23:49;"b""@msaid_didu Korupsi bansos tu.. mencapai ratusan T.. jangan jangan do'i ikut nikmati..""";5;0;1,40E+18;Dodot98520278;0;Twitter for Android;0;[]
20/05/2021 16:17;"b""@nazaqistsha Siapa lagi klo bukan instruksi madam bansos. Kok sy jd su'udzon, tapi mudah2an bener \xf0\x9f\x98\x81""";5;0;1,40E+18;pangerandodol;0;Twitter for Android;0;[]
15/05/2021 13:18;"b""@PutraWadapi @DonAdam68 Hemmm\nBANSOS AJA DIEMBAT\nMBELA YG LEMAH GMN  ? \nMUSTAD'AFIN SPT APA  ? \n\nINI SOMPLAK OTAKNYA""";5;0;1,39E+18;Harun80609721;0;Twitter for Android;0;[]
19/05/2021 13:39;"b""@ronavioleta @edo751945 Ketahuan bansos hampir 100T penyelewengan nya  bikin pengalihan \xf0\x9f\x98\x9c\xf0\x9f\x98\x9cmasyarakat ud cerdas pak 'kecuali penghuni got""";5;0;1,40E+18;Broer68355792;0;Twitter for Android;0;[]
15/05/2021 11:19;"b""@the_bLack12321 Pak Ustadd bilang PDIP membela rakyat kecilll...tau gak itu dana bansos diuntal kader PDIP, digarong kader PDIP yg jadi menteri lagi...ya Alloh engkau munculkan ulama2 Su'...\xf0\x9f\x98\xa5\xf0\x9f\x98\xa5\xf0\x9f\xa5\xba""";5;0;1,39E+18;danar1221;1;Twitter for Android;0;[]
16/05/2021 01:44;"b""@TonyFat9 @anwaribrahim @jokowi @DPR_RI @FPKSDPRRI @mprgoid @fadlizon @fahiraidris Mon maap...rezim ini pelit'a mirip yahudi...pnh dgr mak kebo nyantunin anak yatim ga? Keluarga joker paling top beli sapi kurban, sorry to say yee...dana bansos aja ditilep...boro2 mw nyumbang, yg ada sumbangan dkentit...mending nyumbang lwt lembaga2 independen...\xf0\x9f\x99\x8f""";5;0;1,39E+18;lita_hartoyo;0;Twitter for Android;0;[]
07/05/2021 13:29;"b""@tunanganjefri @AREAJULID WKWKWK 'BANSOS AJA DISUAP'""";5;0;1,39E+18;orangimud;0;Twitter for Android;0;[]
14/05/2021 13:00;"b""@YanHarahap Trim's nek.\nArtinya kami yg miskin punya Tuhan.mungkin klu kami orang kaya sdh ikut jga korupsi bansos,karena Tuhan tdk ada ditempat kami.""";5;0;1,39E+18;burhanarif24;0;Twitter Web App;0;[]
08/05/2021 07:53;"b""Ada yg gini ada yg foya2 pake uang korupsi abis 'capek' bagiin bansos \xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e https://t.co/zhTViDNqUg""";5;0;1,39E+18;triggggred;0;Twitter for iPhone;0;[]
19/05/2021 04:55;"b""Allahuakbar SERATUS TRILIUN?!! duit segede gituu bisa bikin sejahtera rakyat kalo jujur dibagiiinya:') walaupun ini kasus belom diusut karena pak Novel dinonaktifin, tau sendiri lah ya di negeri ini yg jujur bakal ancur\xf0\x9f\x99\x82\nhttps://t.co/cA6N4ovcFH""";5;0;1,39E+18;notvanillamilk;0;Twitter for Android;0;[]
06/05/2021 21:47;"b""Berita TERKINI N6ERIPOL ! KPK DIGERUDUK, TANGKAP 'MADAM' DALANG K0RUPSI BANSOS ! Tonton video lengkapnya : https://t.co/PxGmzfF5Pl""";5;0;1,39E+18;651Safa;1;IFTTT;0;[]
09/05/2021 05:48;"b""Berita TERKINI TERKUAK ! KPK 'DIBUNUUH' ISTANA TANGANI K0RUPSI BANSOS &amp";5;0;;;;;;
06/05/2021 05:32;"b""Cak Kartolo memainkan ludruk 'Tumpeng Maut', di Yogyakarta ada 'sate maut', sedangkan di Jakarta ada korupsi bansos yang membuat rakyat sakaratulmaut. #CakAbror https://t.co/QXu3MsYDZh""";5;0;1,39E+18;jpnncom;0;JPNN News Update;0;['CakAbror']
11/05/2021 14:47;"b""Di Palestina, batu menjadi 'sabda kebenaran'. Palestina tidak punya senjata lain kecuali batu. Batu sangat ditakuti Yahudi di zaman modern ini.\n\nDi Wakanda, ada kawanan berhati batu. Merampok bansos fakir miskin. Menenggelamkan 75 ksatria 'batu sandungan'.\n\nSama-sama batu.""";5;0;1,39E+18;faqihaddien;0;Twitter for Android;0;[]
10/05/2021 10:38;"b""Dirjen Kemensos Bantah Terima 'Fee' Bansos Corona, Tapi Dapat Cincin Akik dan Brompton: Pepen menyebut Adi Wahyono membayarkan Rp50 juta untuk cincin akik-nya seharga Rp60 juta. https://t.co/I5nq8wjksD""";5;1;1,39E+18;merdekadotcom;0;dlvr.it;0;[]
10/05/2021 09:01;"b""Dirjen Linjamsos Akui Juliari 'Potek' Rp10.000 per Paket Bansos https://t.co/iKVcibuaK5""";5;1;1,39E+18;Bisniscom;1;dlvr.it;0;[]
05/05/2021 14:17;"b""Disaat rakyat mudik sebelum waktunya diberita, dikatakan mencuri (maling) star mudik\n\nBolehkah? Saat ambil bansos sebelum dibagikan dikatakan mencuri (maling) bansos\n\nLebih bahaya mana sich mencuri star mudik apa mencuri bansos?\n\nPara pengibul di\nCerita dongeng ka'chung""";5;0;1,39E+18;Parlan1;0;Twitter for Android;0;[]
05/05/2021 07:09;"b""https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jahat yang memalukan' @RamliRizal""";5;1;1,39E+18;Bicaralahdotcom;36;Twitter Web App;0;[]
18/05/2021 12:40;"b'""Ini kasus yang mesti diteliti lebih jauh. Kasus ini nilainya puluhan triliun. Bahkan saya rasa seratus triliun nilai proyeknya dan ini korupsi terbesar yang saya pernah perhatikan,"" kata Novel kepada CNN \n\nPantes @nazaqistsha di ""buang"". \n https://t.co/FkgiFUzRj2'";5;1;1,39E+18;ardianTaka;0;Twitter for Android;0;[]
18/05/2021 11:53;"b'""Ini kasus yang mesti diteliti lebih jauh. Kasus ini nilainya puluhan triliun. Bahkan saya rasa seratus triliun nilai proyeknya dan ini korupsi terbesar yang saya pernah perhatikan,"" kata Novel kepada CNN Indonesia, Senin (17/5).\n https://t.co/Ks6f71nrMd'";5;1;1,39E+18;smatemsa;0;Twitter for Android;0;[]
18/05/2021 14:00;"b'""Ini kasus yang mesti diteliti lebih jauh. Kasus ini nilainya puluhan triliun. Bahkan saya rasa seratus triliun nilai proyeknya dan ini korupsi terbesar yang saya pernah perhatikan,""\nNovel Baswedan \nhttps://t.co/BjR6ueatkL'";5;1;1,39E+18;Yongky_putra;0;Twitter Web App;0;[]
15/05/2021 05:54;"b'""Jika Tuhan bersemayam digubuk orang miskin"", kenapa justeru Partaimu yang menjadi garda terdepan memangsa uang bansos utk org miskin..?\nNenek keliru.. ! Faktanya Kader Partaimu yg bersemayam hingga mencari makan digubuk org miskin. Bukan Tuhan..! https://t.co/5foAimZKFY'";5;0;1,39E+18;ridwanhasigi;2;Twitter for Android;0;[]
19/05/2021 10:46;"b""Kalo benar ada korupsi bansos 100 T, bukan maen da' ahhh!""";5;0;1,39E+18;arinando31;0;Twitter for Android;0;[]
14/05/2021 09:11;"b'""Karena Tuhan berada didalam gubuk orang miskin,\nDan orang miskin adalah penerima bansos.\nMaka wajar dipotong 20.000 per paket, bansos.\nKarna ini uang Tuhan bukan uang negara,"" Demikian gumam dalam hati seorang nenek serakah.\nhttps://t.co/6ia8Ot2IIl'";5;0;1,39E+18;HengkyCh1;0;Twitter for Android;0;[]
18/05/2021 14:59;"b'""Kecurangan adalah bagian dari demokrasi"".\nIni tema pembekalan oleh Kakak Pembina kepada timses saat pilpres yll.\nArtinya demi demokrasi anda boleh curang,boleh korupsi bansos, boleh kudeta partai.Pantesan. https://t.co/eQ7aKMhrQA'";5;0;1,39E+18;HbHendro;0;Twitter for Android;0;[]
18/05/2021 13:33;"b""Kenapa dy bisa begini? Karena udah  rahasia umum kalau mau menang tender proyek apalagi konstruksi itu emang kudu 'nyetor' ke atas dulu, kebolac, tapi ya gitu dechh \n\nMakanya ada koruspi bansos. Hahaha. https://t.co/jJd0B7xQgw""";5;0;1,39E+18;evylagi;2;Twitter for Android;0;[]
18/05/2021 13:23;"b""Korupsi bansos 100 T. Astaghfirullah al'azhim.\nInnalillahi wa Inna ilaihi Raji'un.\nPantesan nafsu banget bikin jebakan twk. Ckckck...\n#SaveGazaFromZionists\n#SaveGazaFromZionists""";5;0;1,39E+18;mastriyanto;0;Twitter for Android;0;['SaveGazaFromZionists', 'SaveGazaFromZionists']
08/05/2021 03:29;"b""Lain Bu Tejo lain pula Bu Romlah. Kalau Bu Tejo ribut ngomongin tetangga, ini Bu Romlah ribut ngomongin bansos PKH. Padahal Bu Romlah hidupnya udah berkecukupan,  Penasaran dengan ceritanya? Yukkk simak film pendek komedi berjudul 'Curhat Minta Bansos'. \nhttps://t.co/4RLVGTuvhV""";4;0;1,39E+18;LinjamsosOke;2;Twitter for Android;0;[]
07/05/2021 04:11;"b'""Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banyak yg abal2. Lengkap skenario perampokan Bansos hak orang miskin itu,"" cuit Rizal Ramli\xc2\xa0\nhttps://t.co/MAntlcqBuh'";5;1;1,39E+18;soeyoto1;95;Twitter for Android;0;[]
07/05/2021 07:28;"b""Namanya juga Bansos, banca'an Sosialita https://t.co/lI9OxHE48E""";5;0;1,39E+18;GueChokY;0;Twitter for Android;0;[]
19/05/2021 05:41;"b'""Nikmat dari Tuhan kamu yang mana yang mau kamu Dustakan""\nHidup udeh lebih dari cukup,,masih di embat juge duit BANSOS covid..\xf0\x9f\x98\xb1\xf0\x9f\x98\xb0\xf0\x9f\x98\x94 https://t.co/fg6amzDYqg'";5;0;1,39E+18;ASuryandan;0;Twitter for Android;0;[]
11/05/2021 22:26;"b""Novel baswedan 74 resmi di nonaktifkan, targetan ott selanjut'a Kasus bansos hilang :) \n\n#novelbaswedan https://t.co/gyXjTBdInz""";5;0;1,39E+18;bogor_santuy;0;Twitter for Android;0;['novelbaswedan']
20/05/2021 09:14;"b'""Orang Kenyang merampas makanan dari piring\xc2\xb2 orang kelaparan""\n\nDemikian gambaran tepat terhadap para Koruptor Dana Bansos\n\n100 Triliun, hati sebusuk apa yang mampu lakukan kejahatan demikian?\n\n@satriohendri \n@febridiansyah \n@mohmahfudmd \n@msaid_didu \n@UmarChelsea__ \n@RamliRizal https://t.co/vXyHFN8IYZ'";5;0;1,40E+18;YuniPartaiUmmat;5;Twitter for Android;0;[]
05/05/2021 15:36;"b""Pertanyaan wawasan kebangsaan untuk Ketua @KPK_RI\n\nPertama \nSebutkan satu saja tokoh Radikal yang juga Koruptor, Koruptor Bansos dan Koruptor Rapid Test Antigen bekas? \n\nKedua\nSebutkan sepuluh Napi Koruptor yang tidak Radikal, sekaligus riya' Pancasila? https://t.co/fJFYdCso2A""";5;0;1,39E+18;_Banyoe;3;Twitter for Android;0;[]
19/05/2021 14:08;"b""'Rp 100 Triliun' Trending Usai Novel Baswedan Ungkap Dugaan Nilai Korupsi Bansos COVID-19\n\nhttps://t.co/bSgwYHrI7e""";5;1;1,40E+18;harie_mhd;0;Twitter Web App;0;[]
06/05/2021 21:52;"b""RT @651Safa: Berita TERKINI N6ERIPOL ! KPK DIGERUDUK, TANGKAP 'MADAM' DALANG K0RUPSI BANSOS ! Tonton video lengkapnya : https://t.co/PxGmzf\xe2\x80\xa6""";5;0;1,39E+18;bayu_ichszan;1;Twitter Web App;1;[]
09/05/2021 06:00;"b""RT @651Safa: Berita TERKINI TERKUAK ! KPK 'DIBUNUUH' ISTANA TANGANI K0RUPSI BANSOS &amp";5;0;;;;;;
18/05/2021 15:02;"b""RT @aguzta1213: @cnbcindonesia Pohon Korupsi Bansos Yg Dipangkas Hanya Ranting\xc2\xb2y.. Batang dan Akar'y Msh Berdiri Tegak Menukmati Cahaya Men\xe2\x80\xa6""";5;0;1,39E+18;JogedB;1;Twitter for Android;1;[]
05/05/2021 13:56;"b""RT @Argadhahana: @KRMTRoySuryo2 Bisanya bantu kan cuma lewat do'a dan selalu kritis thd KPK. Tapi mengharapkan KPK berani, jujur dan hebat\xe2\x80\xa6""";5;0;1,39E+18;HannaFarkhati;1;Twitter for Android;1;[]
05/05/2021 09:22;"b""RT @Bicaralahdotcom: https://t.co/aV9ZVPMeKv\n\nRR: 'Lengkap skenario perampokan bansos yang merupakan hak orang miskin itu. Ini skandal jaha\xe2\x80\xa6""";5;0;1,39E+18;RamliRizal;36;Twitter for iPhone;1;[]
10/05/2021 09:03;"b""RT @Bisniscom: Dirjen Linjamsos Akui Juliari 'Potek' Rp10.000 per Paket Bansos https://t.co/iKVcibuaK5""";5;1;1,39E+18;MBT_Utama;1;Twitter for iPhone;1;[]
20/05/2021 10:24;"b""RT @democrazymedia: Tanggapi Dugaan Korupsi Bansos 100 T, Prof. Zubairi Djoerban Singgung 'Covid Miliuner'\nhttps://t.co/A3VIcNHGLH""";5;0;1,40E+18;GibranMedia;11;Twitter for Android;1;[]
18/05/2021 13:41;"b""RT @evylagi: Kenapa dy bisa begini? Karena udah  rahasia umum kalau mau menang tender proyek apalagi konstruksi itu emang kudu 'nyetor' ke\xe2\x80\xa6""";5;0;1,39E+18;fpoemsh;2;Twitter for Android;1;[]
10/05/2021 22:18;"b""RT @fghar135: @ustadtengkuzul Bukan salah pake.!!!\nCuma'realokasi' ke Bansos Covid19.\nKan ada Perpu Covid-19.\nBukti klo\nPDIP Itu bantu wong\xe2\x80\xa6""";5;0;1,39E+18;maswuranto;1;Twitter for Android;1;[]
09/05/2021 18:01;"b""RT @jetsilvers: Semoga keluarga ini diberkahi oleh Alloh Ta'ala.\n\nSangat tabah dan sabar. Betapa beratnya jalan kaki sejauh Gombong ke Band\xe2\x80\xa6""";5;0;1,39E+18;moto_teach;2;Twitter Web App;1;[]
08/05/2021 01:55;"b""RT @Sahabat_Bangsa: Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SI\xe2\x80\xa6""";5;1;1,39E+18;RamliRizal;31;Twitter for iPhone;1;[]
13/05/2021 18:04;"b""RT @uyaboira: Sok-sok'an Copas quotes Bapaknya, eh, Kader-nya sikat bansos hak orang miskin. Belum lg KPK dikebiri saat ini oleh dukungan F\xe2\x80\xa6""";5;0;1,39E+18;LintankJr;1;Twitter for iPhone;1;[]
05/05/2021 22:40;"b""RT @yuesefa: @hipohan Apakah si madam (maling dana masyarakat) bansos ini baca cuitan kita ya?\nBantu dong sampaikan ke do'i.""";5;0;1,39E+18;SMujsin;1;Twitter for Android;1;[]
10/05/2021 14:00;"b'""Secara menyeluruh Rp74 miliar, untuk kategori ketidakwajaran Rp8 miliar,"" jelas Pepen.\n\nhttps://t.co/TWLeRZmcBA'";5;1;1,39E+18;mediaindonesia;0;TweetDeck;0;[]
11/05/2021 15:55;"b'""Sejak bansos juga dikorupsi, nurani sudah mati suri!"" https://t.co/JfqLYkolDK'";5;0;1,39E+18;agusjabo333;18;Twitter for Android;0;[]
05/05/2021 14:32;"b""Sekjen Kemensos mengaku dapat sepeda Brompton, bukan 'fee' uang bansos - ANTARA News Jawa Barat https://t.co/Cvy7e3bb7e""";5;1;1,39E+18;Antara_Jabar;0;Twitter Web App;0;[]
08/05/2021 17:17;"b""Semakin terang benderang...\nBansos jadi bancak an penguasa\n\n----'\nBeberapa Pegawai KPK yang Tak Lolos TWK Ternyata sedang Tangani Korupsi Bansos sampai KKP https://t.co/QjSlqVPWwm""";5;0;1,39E+18;YusnalOezer;0;Twitter for Android;0;[]
09/05/2021 17:21;"b""Semoga keluarga ini diberkahi oleh Alloh Ta'ala.\n\nSangat tabah dan sabar. Betapa beratnya jalan kaki sejauh Gombong ke Bandung.\n\nHanya modal 120 ribu dan berserah diri kepada Alloh.\n\nUntung saja istri beliau bukan kaum feminis jaman now.\nSystem bansos mestinya mengcover mrk. https://t.co/GMyu4lVb3T""";5;0;1,39E+18;jetsilvers;2;Twitter for Android;0;[]
09/05/2021 07:43;"b""Sepakat Bisa Melanjutkan Korupsi Berjamaah Lagi Seperti yg sdh di Lakukan Personil Partai Pengusul RUU HIP pada Kasus Dana Bansos Covid 19.\n\nTokoh Pemerintah dan Parpol 'Bungkam' di Tengah Kritik TWK KPK, Emil Salim: Diam Berarti Sepakat? https://t.co/HQNNMHqpoj""";5;0;1,39E+18;myputun;1;Twitter for Android;0;[]
10/05/2021 11:03;"b'""Setahu saya (pemotongan) itu inisiatif mereka,"" ucap Pepen. https://t.co/4TrliF5ViK'";5;1;1,39E+18;suaradotcom;0;dlvr.it;0;[]
08/05/2021 01:45;"b""Soal Laporan Risma, Rizal Ramli: Lengkap Skenario Perampokan Bansos Hak Orang Miskin' https://t.co/naDVx5xFwL lewat @SINDOnews\n\nTapi skrg pegawai2 KPK yang berintegritas malah dijerat TWK\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb""";5;1;1,39E+18;Sahabat_Bangsa;31;Twitter for Android;0;[]
13/05/2021 17:37;"b""Sok-sok'an Copas quotes Bapaknya, eh, Kader-nya sikat bansos hak orang miskin. Belum lg KPK dikebiri saat ini oleh dukungan Fraksi Parpol-nya. Memungkinkan Korupsi merajalela. Sehingga, yg dirugikan yaa orang kismin jg ujungnya. Lagu-laguan lu ah.""";5;0;1,39E+18;uyaboira;1;Twitter for Android;0;[]
20/05/2021 08:44;"b""Tanggapi Dugaan Adanya Korupsi Bansos Rp 100 T, Prof. Zubairi Djoerban Tiba-tiba Sebut 'Covid Miliuner' https://t.co/hG40XwUKpa https://t.co/CSfjf23RHV""";5;0;1,40E+18;galamedianews;0;dlvr.it;0;[]
06/05/2021 02:27;"b'""Tidak pernah dapat uang dari bansos. Namun, saya dikirimi sepeda Brompton dari Adi Wahyono melalui sopirnya."" https://t.co/84EkR0vkpk'";5;1;1,39E+18;kompascom;4;dlvr.it;0;[]
08/05/2021 10:44;"b""Tjakep! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f dari 75 penyidik KPK yg gak lolos tes 'wawasan kebangsaan?' itu yang berhasil bongkar kasus e-KTP, simulator SIM, ekspor benur, sama bansos. Kelas semua! Kentara pisan eta per-ma-i-nan \xf0\x9f\xa4\xa3 https://t.co/JYooPAEwl8 https://t.co/eS7HBG6UIX https://t.co/5SCNjZJjlr""";5;0;1,39E+18;oniikkun;0;Twitter for Android;0;[]
18/05/2021 13:41;"b""Wow Madam Bansos \xf0\x9f\x92\xaf T ... Mau dibelikan apa ya Madam \nInnalillahi wa'inna illaihi'radji'un\nAllahumaghfirlaha warhamha wa'fihi'wa'fuanha \nSemoga Madam masuk got kenistaan...\nAl Fatihah... Aamiinn https://t.co/khCNPKmlbq""";5;0;1,39E+18;MadTaruno;0;Twitter for Android;0;[]
20/05/2021 02:11;b'#bansos \nPara ahli politik , ekonomi serta informasi tolong kasih tanggapannya tentang berita ini ? https://t.co/OR8LaPlPGe';5;1;1,40E+18;Hary1720;0;Twitter for Android;0;['bansos']
20/05/2021 01:42;b'#BebaskanHabibRizieqShihab \n#BebaskanHabibRizieqShihab \ngw baru nyadar klo 2 dari kanan adalah Koruptor Bansos Covid-19 https://t.co/AeFVD7IN5v';5;0;1,40E+18;PCebongslayer;0;Twitter Web App;0;['BebaskanHabibRizieqShihab', 'BebaskanHabibRizieqShihab']
19/05/2021 15:42;b'#BebaskanHabibRizieqShihab \n#BebaskanHabibRizieqShihab \nItu aja permintaan kami ...tak minta dana bansos';5;0;1,40E+18;Alamsyahranie1;0;Twitter for Android;0;['BebaskanHabibRizieqShihab', 'BebaskanHabibRizieqShihab']
20/05/2021 07:54;b'#BebaskanHabibRizieqShihab \nRakyat Sekarat, Bansos diembat';5;0;1,40E+18;abdulpupung1;0;Twitter for Android;0;['BebaskanHabibRizieqShihab']
19/05/2021 15:00;b'#BebaskanHabibRizieqShihab\nThe Real Panutan, disaat yang lain korupsi bansos 100 T';5;0;1,40E+18;RohaidaEni;0;Twitter for Android;0;['BebaskanHabibRizieqShihab']
12/05/2021 20:06;b'#BeraniJujurPecat\nMendukung pemecatan 75 anggota kpk, dan mengganti dengan personil baru yg lebih bersih berani dan tidak berpolitik, berani tangkap harun masiku dan madam bansos';5;0;1,39E+18;Awanzamrud;0;Twitter for Android;0;['BeraniJujurPecat']
