ID,Sentiment,tweet_clean
"1,39E+18",0,[]
"1,39E+18",0,[]
"1,39E+18",0,[]
"1,39E+18",0,[]
"1,39E+18",0,[]
"1,39E+18",0,[]
,0,[]
"1,39E+18",0,[]
"1,39E+18",0,[]
"1,39E+18",0,"['', 'akar', 'bansos', 'sasar', 'data', 'dtks', 'nik', 'amburadul', 'data', 'ganda', 'puluh', 'juta', 'ga', 'padan', 'dtks', 'nik']"
"1,39E+18",0,"['', 'alih', 'isu', 'banyak', 'masuk', 'tka', 'aseng', 'km', 'korupsi', 'bansos', 'boom', 'bas', 'tis']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembas']"
"1,39E+18",0,"['', 'bani', 'cebong', 'bani', 'tikus', 'bansos', 'bani', 'bipangbani', 'anjing', 'peliharaanikutan', 'lebaran', 'gak', 'efpakhartopembasmipki', 'pakhartopembasmipki']"
"1,39E+18",0,"['', 'bansos', 'laku', 'penjara', 'nemenin', 'tuh', 'koruptor', 'cari', 'tahan', 'kpk']"
"1,39E+18",0,"['', 'bukti', 'acau', 'nkri', 'gerombol', 'maling', 'bansos', 'yg', 'sok', 'nkri', '', 'nama', 'maling', 'maling', 'duit', 'rakyat', 'gk', 'bilang', 'maling', '', 'kuasa', '']"
"1,39E+18",0,"['', 'contoh', 'ruu', 'omnibus', 'law', 'buruh', 'garang', 'tolak', '', 'buruh', 'sumpal', 'dana', 'bansos', 'rb', 'bulan', '', 'buruh', 'auto', 'mingkem', '', 'ruu', 'lenggang', 'mnjdi', 'uu', 'omnibus', 'law']"
"1,39E+18",0,"['', 'gembira', 'maling', 'bangsat', '', 'pesta', 'pora', 'manusia', 'bedebah', '', 'madam', 'bansos', '', 'kingaiii']"
"1,39E+18",0,"['', 'goreeeng', 'abisss', 'hahahahha', '', 'kalo', 'bkn', 'kader', 'partai', 'sebut', 'koruptor', 'bansos', 'pandemi', 'partai', 'hayooo', '', 'buktiin', 'kalo', 'bkn', 'kader', 'simpatisan', '']"
"1,39E+18",0,"['', 'gw', 'bilang', 'jg', 'apaaamasih', 'linier', 'dg', 'siram', 'air', 'keras', 'fitnah', 'talib', 'revisi', 'uu', 'kpk', 'dg', 'tes', 'bangsat', 'liat', 'aja', 'mega', 'korupsi', 'yg', 'bongkar', 'bansos', 'jiwasraya', 'asabri', 'dll', 'muara', 'you', 'know', 'who', 'kpkcsdead']"
"1,39E+18",0,"['', 'inflasi', 'nol', 'koma', 'sampe', 'koma', '', 'inflasi', 'serendah', 'over', 'supply', '', 'demand', 'udh', '', '', 'gimana', 'ya', '', 'bansos', 'bagus', 'tpi', 'bansos', 'gk', 'narik', 'segimananya', '']"
"1,39E+18",0,"['', 'juta', 'kali', 'aja', 'dah', '', 't', 'bansos', 'turun', 'hilang', 'uang', 'negara', 'sehrg', 'kri']"
"1,39E+18",1,"['', 'klo', 'juta', 'data', 'ganda', 'terima', 'bansos', 'yg', 'lapor', 'kpk', 'bukti', 'patut']"
"1,39E+18",0,"['', 'lucu', 'banyak', 'tangan', 'korupsi', 'bansos', '']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'madam', 'bansos', 'kabur', 'niihpenyidik', 'kpk', 'duga', 'pecat', 'tangan', 'korupsi', 'kakap']"
"1,39E+18",0,"['', 'mutih', 'dooong', '', 'efduh', 'bahagia', 'tikus', 'bansospakhartopembasmipki']"
"1,39E+18",0,"['', 'mutih', 'dooong', '', 'efduh', 'bahagia', 'tikus', 'bansospakhartopembasmipki', 'pakhartopembasmipki']"
"1,39E+18",0,"['', 'nya', 'lg', 'yg', 'ngurus', 'bansos', 'mana', 'sangka', 'nyebut', 'nama', 'g', 'rangkubumi']"
"1,39E+18",0,"['', 'selamat', 'jiwa', 'orang', 'tua', 'covid', 'utama', 'guna', 'antigen', 'bekas', 'utama wisatawan', 'asing', 'masuk', 'negeri', 'utama', 'juga potong', 'dana', 'bansos', 'utama', 'lagi kaya', 'kaum', 'elit', 'utama']"
"1,39E+18",0,"['', 'telat', 'bgt', 'kaya', 'antri', 'bansos']"
"1,39E+18",0,"['', 'teman', 'ya', '', 'koruptor', 'bansos', 'kelas', 'kakap', 'jb', 'yg', 'hukum']"
"1,39E+18",0,"['', 'teman', 'ya', '', 'koruptor', 'bansos', 'kelas', 'kakap', 'jb', 'yg', 'hukum', 'mati']"
"1,39E+18",0,"['', 'tempat', 'posisi', 'orang', 'yg', 'lemah', 'bijak', 'bhw', 'ga']"
"1,39E+18",0,"['', 'tempat', 'posisi', 'orang', 'yg', 'lemah', 'bijak', 'bhw', 'ga', 'manusia', 'yg', 'jng', 'koruptor', 'yg', 'pandang', 'ga', 'peduli', 'derita', 'rakyat', 'yg', 'susah', 'bansos', 'aja', 'embat']"
"1,39E+18",0,"['', 'urus', 'maling', 'dirut', 'ada', 'tanah', 'dki', 'era', 'keluar', 'tes', 'abal', 'yg', 'megang', 'bansos', 'benur', 'kkp', 'dll', 'ganti', 'kooperatif', 'atur', 'cincai', '', 'bangsa', '', 'n']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
"1,39E+18",0,"['a', 'sidik', 'senior', 'tangan', 'korupsi', 'simulator', 'sim', 'bansos', 'pd', 'sidik', 'korups']"
