Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-11 23:59:51,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392268246724665344,Zering15,277,Twitter for Android,1,[]
2021-05-11 23:55:30,"b'RT @twitpos: Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'",1392267150996295680,VSIglory,4,Twitter for Android,1,[]
2021-05-11 23:53:18,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392266597906018306,reviel08,277,Twitter for iPhone,1,[]
2021-05-11 23:52:36,"b'RT @twitpos: Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'",1392266419723595779,Pujianto73,4,Twitter Web App,1,[]
2021-05-11 23:52:22,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392266361972269056,MusonnifZ,277,Twitter for Android,1,[]
2021-05-11 23:50:59,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392266014751006721,tatargaluh77,277,Twitter for iPhone,1,[]
2021-05-11 23:49:22,"b'RT @twitpos: Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'",1392265608645861377,HJupriyadi,4,Twitter for Android,1,[]
2021-05-11 23:46:55,b'@BinsarNixon__ @KPK_RI bobroknya madam bansos dan anggota partai banteng kok diem2 aja....bangke lu..dasar bipang',1392264988866191360,alin_raihani,0,Twitter Web App,0,[]
2021-05-11 23:45:37,"b'Madam Bansos kemana rimbanya, apakah ikut lenyap seperti Harun Masiku ?'",1392264662603821058,twitpos,4,Twitter for Android,0,[]
2021-05-11 23:45:13,b'RT @ErSat_Arema: Apakah pejabat2 pernah mikirin yg beginian?\nBansos aja malah dikorup. https://t.co/JvSAgofHQE',1392264562510946309,sonsih56,6,Twitter Web App,1,[]
2021-05-11 23:44:44,"b'@TeddyGusnaidi @KPK_RI Preeet aaaah. Orang awam juga paham kok. Ada konspirasi besar penguasa untuk melanggengkan dan melenggangkan korupsi teman sejawat dan kerabat...\nCoba gue tanya, sudah sampai mana proses korupsi bansos?'",1392264442537123843,ABUZHARIIF,0,Twitter for Android,0,[]
2021-05-11 23:40:55,b'@PutraWadapi @suka_tx Sprti ada skenario tekanan dari partai didukung taipan9naga dlm kasus Korupsi Bansos......',1392263479743025153,rekhmankhl,0,Twitter for Android,0,[]
2021-05-11 23:40:42,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392263425846173697,nya_banyak,277,Twitter for Android,1,[]
2021-05-11 23:40:10,b'Yg pokok lewat boro2 thr lewat semua.besok lah lebaran.habis uang di kas kementrian keuangan utk bansos semua yg mengeluarkan keringat tdk kebagian lgi.kasihan yg tdk ada pemasukan lain selain mengandalkan gaji.mau nomboki apa yg mau ditomboki',1392263291255222272,haikalputrii,0,Twitter for Android,0,[]
2021-05-11 23:39:34,"b'@pikijul33 @yogaofficial @ganjarpranowo Saya setuju.Bahkan di tempat saya untuk bansos dana desa tidak diberikan ke rakyat secara full malah dipotong 50% tanpa konfirmasi yang jelas. Sehingga terkesan ada pencurian data, inkonsistensi data, dan inkonsistensi keputusan.'",1392263141132685312,aw_tragedi,0,Twitter for Android,0,[]
2021-05-11 23:39:10,"b'@febridiansyah @girisuprapdiono 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg soalnya sontoloyo ! Siapa sih yg bikin soal koplak begini ?\n\nBuzzer otak dikit mana mikirin, yg penting cair. \n\nhttps://t.co/MiQ8cCrMou'",1392263039848615937,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:39:10,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392263038426877957,anumadatea,277,Twitter for iPhone,1,[]
2021-05-11 23:38:08,"b'@CNNIndonesia 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg soalnya sontoloyo ! Siapa sih yg bikin soal koplak begini ?\n\nBuzzer otak dikit mana mikirin, yg penting cair. \n\nhttps://t.co/MiQ8cCrMou'",1392262782486151169,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:37:57,b'RT @myputun: @nazaqistsha @DImmortha Pertanda Untk Menghilangkan Jejak Para Koruptor dr Partai dn Keterlibatan Pantainya Madam Bansos.',1392262735941963777,Qudogea1,2,Twitter for Android,1,[]
2021-05-11 23:36:36,"b'@madisnur @savicali 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg soalnya sontoloyo ! Siapa sih yg bikin soal koplak begini ?\n\nBuzzer otak dikit mana mikirin, yg penting cair. \n\nhttps://t.co/MiQ8cCrMou'",1392262394202648576,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:36:26,b'RT @adipraja1212: Dana bansos BLT DDs untuk bulan Mei segera cair untuk dimanfaatkan oleh KPM\n@jokowi \n@halimiskandarnu \n@taufikmadjid71 \n@\xe2\x80\xa6',1392262350825271299,putra_murdika,5,Twitter Web App,1,[]
2021-05-11 23:35:57,"b'@okezonenews Bansos dikorupsi, Rapid di Palsukan,,, apalagi?'",1392262230402486272,_momophe,0,Twitter for Android,0,[]
2021-05-11 23:34:07,"b'RT @veaadeeana: Banyak pengalihan...akhirnya betul2 teralihkan,\n*Proses hukum pembantaian 6 laskar FPI di km 50.\n*Persidangan ib Hrs dkk.\n*\xe2\x80\xa6'",1392261770237014017,HPtppi,148,Twitter for Android,1,[]
2021-05-11 23:33:18,"b'@republikaonline 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg soalnya sontoloyo ! Siapa sih yg bikin soal koplak begini ?\n\nBuzzer otak dikit mana mikirin, yg penting cair. \n\nhttps://t.co/MiQ8cCrMou'",1392261564565127169,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:32:15,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392261298855976965,Parjo48789369,277,Twitter for Android,1,[]
2021-05-11 23:31:20,"b'https://t.co/BPzLD216DU\n\nKejadian sama dgn DKI l, kira"" banyak yg ributin jg ga ya ?\n\n@DonAdam68 @agung2412 @FerdinandHaean3 @rianernesto @psi_id @kangdede78'",1392261068240539648,affandiasry,0,Twitter for Android,0,[]
2021-05-11 23:31:08,"b'@nazaqistsha 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg soalnya sontoloyo ! Siapa sih yg bikin soal koplak begini ? https://t.co/MiQ8cCrMou'",1392261017753702400,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:31:06,b'Orang kaya mah enak ga pernah ngerasain SARDEN bansos\n\n#orangkayagatau',1392261009214042114,sihabdudun,0,Twitter for Android,0,['orangkayagatau']
2021-05-11 23:29:20,"b'RT @PutraWadapi: Jokowi Disebut-sebut di Sidang Suap Bansos, Juliari Batubara: Untuk Percepatan Penyerapan Anggaran Kemensos https://t.co/o\xe2\x80\xa6'",1392260566782152708,koncektanah,277,Twitter for Android,1,[]
2021-05-11 23:29:17,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1392260551561076736,annisaandn,3394,Twitter for iPhone,1,[]
2021-05-11 23:29:16,"b'@febridiansyah 75 orang tsb pegang kasus mega korupsi: bansos, e ktp, ekspor benur dll. Dilumpuhkan dengan test wawasan kebangsatan yg contoh soalnya seperti sontoloyo ! Siapa sih yg bikin soal koplak begini ? https://t.co/MiQ8cCrMou'",1392260549962960896,MensosJ,0,Twitter for Android,0,[]
2021-05-11 23:25:34,"b'Pemudik itu kangen keluarga, bukan kangen muka pemerintah nongol bahas 3M, 5M, bahkan korupsi bansos 17M di televisi. https://t.co/szxnpNHvVK'",1392259618194149377,ibrahimmanur_,0,Twitter for Android,0,[]
