Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-07 23:59:59,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390818729152323584,emgalib,37,Twitter for Android,1,[]
2021-05-07 23:59:09,b'RT @JaggerDono: Masih nunggu spanduk bertuliskan:\n\n\xe2\x80\x9cKami minta maaf telah merampok momen kumpul Lebaran bersama keluarga (lagi) karena lebi\xe2\x80\xa6',1390818516773732355,yudhabrot,2,Twitter for iPhone,1,[]
2021-05-07 23:58:05,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390818250527678467,meetjoeblack_jr,37,Twitter for iPhone,1,[]
2021-05-07 23:55:38,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390817632387956738,online_britain,37,Twitter for Android,1,[]
2021-05-07 23:54:50,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390817430209908739,RamliRizal,37,Twitter for iPhone,1,[]
2021-05-07 23:49:59,b'RT @LaodeMSyarif: Penyelidik &amp; Penyidik @KPK_RI yg masuk dalam 75 orang itu:\n\n-Sedan mengusut kasus-kasus besar (Bansos-pajak-pidana korpor\xe2\x80\xa6',1390816209755512833,J_Evriyanto,60,Twitter for Android,1,[]
2021-05-07 23:49:20,"b'Baca berita nakes wisma atlet, speechless. Tidak bermaksud suudzon, cuma penasaran aja, duitnya sebenarnya ada atau bernasib sama spt bansos?'",1390816048211849219,tidnjem,0,Twitter Web App,0,[]
2021-05-07 23:41:16,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390814017917046784,Valkyreism,320,Twitter for Android,1,[]
2021-05-07 23:40:53,b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6',1390813921443942404,Musannifsanusi,6,Twitter for Android,1,[]
2021-05-07 23:40:34,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390813842561650691,tidakusahaja,320,Twitter for Android,1,[]
2021-05-07 23:38:49,b'Solusi ekonomi dikala pandemi :\n\n1 twit Elon Musk tentang doge &gt; pemerentah ngeluarin bansos',1390813401442439168,dianurcahyo,0,Twitter for Android,0,[]
2021-05-07 23:38:43,b'RT @tamrintomagola: Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana\xe2\x80\xa6',1390813375056146433,f_yathir,6,Twitter for Android,1,[]
2021-05-07 23:36:25,"b'@setengahpede Jadi, siapa yg ga tegas diawalnya dan malah jd mencla mencle begini ? Udh tau ga tegas dr awal, dan malah keasyikan ga tegas ampe sekarang..\nMangkanya dibilang, pemerintah keasyikan korup dana bansos apa ya mangkanya ga serius nanganinnya ?'",1390812795877294080,AzizatilNurul,0,Twitter for Android,0,[]
2021-05-07 23:34:09,b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6',1390812224608882691,hafa72340539,63,Twitter for Android,1,[]
2021-05-07 23:33:53,b'Salah satu kasus besar utama adalah kasus BLBI yg memberi indikasi kuat ke arah petinggi PDI+P.\n\nKasus teranyar dimana ada keterlibatan anggota fraksi PDI-P Di DPR dan Kader PDI-P mantan Mensos adlh garong Bansos yg duitnya dilangsir utk biaya Pilkada Serentak 2020\n\nJelas kha ? https://t.co/gQfOR5gDJa',1390812158544343045,tamrintomagola,6,Twitter for Android,0,[]
2021-05-07 23:33:08,b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6',1390811972212465664,YuyunYuuu,63,Twitter for Android,1,[]
2021-05-07 23:29:02,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390810940292009986,YuyunYuuu,504,Twitter for Android,1,[]
2021-05-07 23:28:43,b'@SackidiC @Syahreza_majid @febridiansyah Berapa mas duit negara yg balik..\nBisa kasih tau gk??\n\nEhhh gimana itu kasus sp3 korupsi BLBI??\nBlom lgi kasus bansos yg anggota partai hilang sekarang..',1390810857190219776,puteri_melayu03,0,Twitter for Android,0,[]
2021-05-07 23:28:35,b'RT @NarasiNewsroom: Sejumlah fakta soal aliran dana Bansos yang melibatkan eks Menteri Sosial Juliari Batubara bermunculan. Salah satunya d\xe2\x80\xa6',1390810827591020545,ekapras_,70,Twitter for Android,1,[]
2021-05-07 23:25:14,"b'Soroti Tes ASN KPK, Benny Harman: Penolak korupsi Bansos untuk Diusut Pasti Lulus https://t.co/Fl5eZFloBQ lewat @Onlineindo News'",1390809982120054787,RepelitaO,0,Twitter Web App,0,[]
2021-05-07 23:24:01,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390809677479387136,rosarioroxis,320,Twitter for Android,1,[]
2021-05-07 23:22:22,"b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'",1390809262360723457,alfatih_af,57,Twitter Web App,1,[]
2021-05-07 23:19:44,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390808597617995780,makmumteledor,320,Twitter for Android,1,[]
2021-05-07 23:18:30,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390808287658975234,AlfiaAeni,3373,Twitter Web App,1,[]
2021-05-07 23:17:38,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390808067965546496,stoa_sc,320,Twitter for Android,1,[]
2021-05-07 23:14:18,b'RT @LaodeMSyarif: Penyelidik &amp; Penyidik @KPK_RI yg masuk dalam 75 orang itu:\n\n-Sedan mengusut kasus-kasus besar (Bansos-pajak-pidana korpor\xe2\x80\xa6',1390807230593736707,realladyfighter,60,Twitter for Android,1,[]
2021-05-07 23:13:00,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390806903047872512,morrisssey,320,Twitter Web App,1,[]
2021-05-07 23:12:48,b'RT @Lisaamartatara4: NYALLA NEWS \xf0\x9f\x98\x8e\nPerhatian pemerintah kepada seluruh masyarakat akan dirasakan memiliki rasa keadilan jika bantuan sosial\xe2\x80\xa6',1390806853777379331,Joeki02381106,39,Twitter for Android,1,[]
2021-05-07 23:07:41,b'RT @Lisaamartatara4: NYALLA NEWS \xf0\x9f\x98\x8e\nPerhatian pemerintah kepada seluruh masyarakat akan dirasakan memiliki rasa keadilan jika bantuan sosial\xe2\x80\xa6',1390805565610201088,sandy61939276,39,Twitter for Android,1,[]
2021-05-07 23:07:21,b'RT @Lisaamartatara4: NYALLA NEWS \xf0\x9f\x98\x8e\nPerhatian pemerintah kepada seluruh masyarakat akan dirasakan memiliki rasa keadilan jika bantuan sosial\xe2\x80\xa6',1390805483091415041,Fafa57433903,39,Twitter for Android,1,[]
2021-05-07 23:05:06,"b'RT @Djoked2: Bagaimana bisa nyaman? Aktivis ditangkapin, koruptor merajalela, bansos dikorup, presidennya raja bohong, ekonomi nyungsep. Ga\xe2\x80\xa6'",1390804916684263424,rsptr__22,8,Twitter for Android,1,[]
2021-05-07 23:04:37,b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6',1390804792872640513,FalNdaru,63,Twitter for Android,1,[]
2021-05-07 23:01:57,b'RT @Minang_cyber: Apakah kepala @binofficial_ri BADAN INTELIJEN NEGARA ikut terlibat kasus korupsi BANSOS sehingga begitu semangat menyingk\xe2\x80\xa6',1390804121465155584,fasyam7,63,Twitter for Android,1,[]
2021-05-07 23:01:17,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390803954326380544,adhiendut,320,Twitter for Android,1,[]
2021-05-07 23:00:47,"b'@aik_arif Gila dah, dana bansos dikorupsi trus nakes kaga digaji. Miris banget dah gw setres sendiri'",1390803827696160772,nisnana,0,Twitter for iPhone,0,[]
2021-05-07 23:00:41,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390803805793521665,KurniaChen,320,Twitter for Android,1,[]
2021-05-07 23:00:30,b'RT @Lisaamartatara4: NYALLA NEWS \xf0\x9f\x98\x8e\nPerhatian pemerintah kepada seluruh masyarakat akan dirasakan memiliki rasa keadilan jika bantuan sosial\xe2\x80\xa6',1390803758368509954,Mikha95018824,39,Twitter for Android,1,[]
2021-05-07 22:58:55,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390803361851613184,NelfidaD,320,Twitter for iPhone,1,[]
2021-05-07 22:54:21,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390802208648679425,khaidirali_,3373,Twitter for Android,1,[]
2021-05-07 22:52:20,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390801702786191361,hotel_tugujogja,320,Twitter for Android,1,[]
