Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-06 23:59:37,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390456247434899457,kang_professor,453,Twitter for Android,1,[]
2021-05-06 23:58:30,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390455966487875584,masmusyafak,1469,Twitter for Android,1,[]
2021-05-06 23:57:45,b'KORUPTOR BANSOS MENGUASAI KPK https://t.co/7buFab4q5T',1390455779732328449,pranksiden9366,0,Twitter Web App,0,[]
2021-05-06 23:57:38,"b'RT @RamliRizal: Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banya\xe2\x80\xa6'",1390455747553595392,Niawahdania667,493,Twitter for Android,1,[]
2021-05-06 23:55:31,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390455214231064582,AryanavKarim,1469,Twitter for Android,1,[]
2021-05-06 23:53:50,b'@CebongParno @msaid_didu tipikal maling bansos',1390454791864684546,tuhanmake,0,Twitter for Android,0,[]
2021-05-06 23:48:54,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390453552372359168,0e37843e976d454,1469,Twitter for Android,1,[]
2021-05-06 23:46:34,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390452961885650945,mrsmas11,1469,Twitter for Android,1,[]
2021-05-06 23:45:31,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1390452697300492289,EmprutKoboy,1469,Twitter for Android,1,[]
2021-05-06 23:44:38,"b'RT @OposisiCerdas: Soal TWK KPK, Benny Harman: Cara Halus Berhentikan Kelompok Pendukung Pengusutan Korupsi Bansos\nhttps://t.co/EXk7eg1JDd'",1390452476038377473,DIMASBA20908752,48,Twitter for Android,1,[]
2021-05-06 23:44:20,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390452403212742657,susiloyhu,453,Twitter for Android,1,[]
2021-05-06 23:43:58,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390452309021233153,R_Soentana,453,Twitter for Android,1,[]
