Tanggal;Tweets;Sentiment;ID;Screen Name;Banyak Retweet;Source;Retweet Status;Hashtags
13/05/2021 00:06;b'bayangno mas mas e dadi bansos sg salah salah sasaran https://t.co/3Rh1nuPy1t';0;1,39263E+18;endyseu;0;Twitter for Android;0;[]
13/05/2021 00:08;b'@Sumbu_Pondok @rahmani_ima ngutang 6000T lebih dapatnya cuma bansos mie instan';0;1,39263E+18;dellins96364605;0;Twitter for Android;0;[]
13/05/2021 00:21;b'\xf0\x9f\x92\xaapemberian bansos secara langsung jadi bukti kehadiran \n\xf0\x9f\x87\xae\xf0\x9f\x87\xa9negara Di tengah Masyarakat\n\n.\n...\n.....\n........\n#DukungKebaikanUntukNKRI \n#DukungKebaikanUntukNKRI https://t.co/9qPvxqHRpS';1;1,39264E+18;jdara25;0;Twitter for Android;0;['DukungKebaikanUntukNKRI', 'DukungKebaikanUntukNKRI']
13/05/2021 00:21;b'#DukungKebaikanUntukNKRI\n\xf0\x9f\x87\xae\xf0\x9f\x87\xa9Pemberian bansos secara langsung jadi bukti kehadiran negara untuk masyarakat \n#DukungKebaikanUntukNKRI https://t.co/FN7fiWqRwP';1;1,39264E+18;nyananan36;0;Twitter for Android;0;['DukungKebaikanUntukNKRI', 'DukungKebaikanUntukNKRI']
13/05/2021 00:30;b'Bansos diberikan secara langsung agar menjadi bukti\n.\n.\n#DukungKebaikanUntukNKRI https://t.co/QvbncyfxkL';1;1,39264E+18;Yogiesmemed3;0;Twitter for Android;0;['DukungKebaikanUntukNKRI']
13/05/2021 00:45;b'Rakyat indonesia memaafkan kecuali korupsi dana bansos';0;1,39264E+18;the_stigz;0;Twitter for iPhone;0;[]
13/05/2021 01:05;b'@sukalayang @YongGan16 @Jinggaviolet3 Karena bansos tertangani dan sedang d proses beda dengan subsidi menguap alih2 keberpihakan ambil untung di lingkaran mafia migas berlindung di balik legalitas kebijakan dlm menghadapi krisis';1;1,39265E+18;Naia94093308;0;Twitter for iPhone;0;[]
13/05/2021 01:08;b'@mohd_arpani @pujianto_hary @miraperma @rizieqdivist @AlissaWahid Andre Nainggolan, non muslim yang lg nanganin kasus bansos lo blg jahiliyah? Pak Firli yg pernah melanggar kode etik berat dan diberhentikan dr kpk lo sebut apa dong?';0;1,39265E+18;m_husni_m;0;Twitter for Android;0;[]
13/05/2021 01:13;b'RT @kemenkopmk: #SahabatPMK, Jelang Hari Raya Idul Fitri 1442 Hijriyah, pemerintah mengupayakan percepatan penyaluran bansos. Baik itu PKH,\xe2\x80\xa6';1;1,39265E+18;didikmojokerto;10;Twitter for Android;1;['SahabatPMK']
13/05/2021 01:13;b'RT @kemendespdtt: Disampaikan oleh Mendes PDTT Abdul Halim Iskandar @halimiskandarnu saat rapat koordinasi tingkat menteri secara daring, t\xe2\x80\xa6';1;1,39265E+18;didikmojokerto;15;Twitter for Android;1;[]
13/05/2021 01:15;b'Luar biasa, selain dan bansos, dana insentif nakes sukarelawan juga tidak jelas, mafia dana covid-19 semakin ganas merampok anggaran..';0;1,39265E+18;SitindaonZul;0;Twitter for Android;0;[]
13/05/2021 01:19;b'RT @HHira_1: @AyahHanif2 @rahung Korupsi di Papua adlh krn NKRI memang koruptif dan dikuasai oligarki.\nBansos yg di jkt aja diembat apa lg\xe2\x80\xa6';0;1,39265E+18;FSariandi;2;Twitter for Android;1;[]
13/05/2021 02:01;b'#DukungKebaikanUntukNKRI pemberian bansos secara langsung jadi bukti kehadiran https://t.co/ht3R9qXG2m';1;1,39266E+18;Rock79147528;0;Twitter for Android;0;['DukungKebaikanUntukNKRI']
13/05/2021 02:03;b'Pusing ngajuin  Bansos ke Kelurahan belum turun juga, Pak RW gue inisiatif sendiri keluar duit dari kantong sendiri. \n\nSemua warga tanpa kecuali (agama/kaya atau misquen) beliau bagi semuanya merata .\n\nIni bukan yg pertama kalinya.  Jadi, tdk heran sulit ada bisa menggantikan.';1;1,39266E+18;BroVanDerJack;0;Twitter for Android;0;[]
13/05/2021 02:03;b'@bertanyarl Koruptor bansos?';0;1,39266E+18;the_stigz;0;Twitter for iPhone;0;[]
13/05/2021 02:07;b'@LoveOfSpeechz @jokowi @KPK_RI @slankdotcom @KakaSlankdotcom @fishGOD @topengmonyet Kalo kpk hebat, kenapa sulit tangkap harun masiku dan madam bansos??? Kok tebang pilih???';0;1,39266E+18;Awanzamrud;0;Twitter for Android;0;[]
13/05/2021 02:08;b'@ulil Para pembela bansos asabri bpjs pd bersorak sorak... krn sbntr lg mrk dpt bagian';0;1,39266E+18;jokosantok1234;1;Twitter for Android;0;[]
13/05/2021 02:12;b'RT @Djoked2: Ngabalin otaknya malah ada di anusnya. KPK kudu periksa Ngabalin duit korupsi Bansos yg disembunyikan di pantatnya. Qi qi qi.\xe2\x80\xa6';0;1,39266E+18;RuslanGasang;137;Twitter for Android;1;[]
13/05/2021 02:14;b'@leon_antrhaxz @SundariTatat @detikcom @jokowi Bagus. Jd bansos ga perlu lagi, biar bisa diembat lagi. Ekonomi biar cepet meroket. Biar pemerintah ga di salahin eeehh ga pernah salah.';0;1,39266E+18;bunemaula;0;Twitter for Android;0;[]
13/05/2021 02:15;b'BHABINKAMTIBMAS POLSEK SAWAHAN SERAHKAN BANSOS BERUPA BERAS KEPADA WARGA KURANG MAMPU YANG TERDAMPAK COVID -19 https://t.co/COmiJ6KDad';1;1,39266E+18;Polseksawahan6;0;Twitter for Android;0;[]
13/05/2021 02:20;b'@sabar_setiabudi @antaranews Pempus? Bansos misalnya';0;1,39267E+18;satria_preda;0;Twitter for Android;0;[]
13/05/2021 02:25;b'@arnoldy1230 @Pelukis_kata @ulil Bayangin kasus e-ktp, jiwasraya, bansos, jual beli jabatan, dll dibilang receh. Mentang-mentang yg ketangkep kebanyakan orang pudidi';0;1,39267E+18;VoyagerMachine;2;Twitter Web App;0;[]
13/05/2021 02:28;b'RT @VoyagerMachine: @arnoldy1230 @Pelukis_kata @ulil';0;1,39267E+18;Pelukis_kata;2;Twitter for Android;1;[]
13/05/2021 02:31;b'@KataBewe Tujuannya supaya kasus bansos dan kasus2 yg lain di peti es kan atau minimal di abu2 kan\nMakanya org jujur di singkirkan diganti sma org2 penjilat dan cinta dunia sprti si ngesilin itu atau ngebolin';0;1,39267E+18;AbuAlkahfi5;0;Twitter for Android;0;[]
13/05/2021 02:33;b'@Djoked2 Woi @AliNgabalinNew balikin tuh duit Korupsi Bansos dan duit Tiket jalan2 ke Amerika...percuma pakai Sorban besar kalau untuk Menutupi Pikiran Busukmu...\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x90\xb8\xf0\x9f\x94\xa8\xf0\x9f\x98\xa1\xf0\x9f\x94\xa8';0;1,39267E+18;amir_alv;0;Twitter for Android;0;[]
13/05/2021 02:46;b'Penyaluran Bansos dari Kemensos R.I Untuk Anggota FBBI Terdampak Covid-19, Terlaksana Dengan Baik https://t.co/rATaDxme5o';1;1,39267E+18;Siahaan_Boy;0;Revive Social App;0;[]
13/05/2021 02:51;b'@AlissaWahid Ketika negara berhutang untuk mendapatkan dana agar bisa menyalurkan bansos, namun uangnya digunakan untuk karaoke, berarti anak2 kita akan bekerja keras bertahun-tahun membayar hutang untuk membiayai hiburan PNS dan kroninya. \nhttps://t.co/qi5VOF5Zag';0;1,39267E+18;FKP_Indonesia;0;Twitter for Android;0;[]
13/05/2021 02:54;b'RT @denurma_aditya: @txtdrpemerintah Gimana yaaaa awalnya sih gua pro masalah covid, tapi makin kesini makin kebongkar gimana bobrok nya. D\xe2\x80\xa6';0;1,39267E+18;wirayudaaaaa;2;Twitter for Android;1;[]
13/05/2021 03:03;b'RT @febridiansyah: Jadi gini..\nOTT kasus besar yg msh selamatkan muka KPK pasca Revisi UU &amp;1;;;;;;
13/05/2021 03:03;b'@soci8ty Bansos muk g';1;1,39268E+18;lavendbr;0;Twitter for Android;0;[]
13/05/2021 03:10;b'@RodiSahrono @CNNIndonesia Kalau bela warga miskin yg dana bansos nya diembat bagaimana? \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d';0;1,39268E+18;Boy_inMotion;0;Twitter for Android;0;[]
13/05/2021 03:11;b'@republikaonline Kalo sama koruptor bansos dan koruptor yang lain entar dulu min.....';0;1,39268E+18;Matpeci212;0;Twitter for Android;0;[]
13/05/2021 03:11;b'@idtodayco Partai gadungan itu klo ngaku  perjuangkan wong cilik tp ternyata malah maling duit bansos';0;1,39268E+18;cuantastix;0;Twitter for Android;0;[]
13/05/2021 03:12;b'@mochamadarip Emangnya e KTP, Bansos, Jiwasraya dll ada pesanan ya, ini Bani bipang ngomong sama tak berisi.';0;1,39268E+18;nazi_8303;0;Twitter for Android;0;[]
13/05/2021 03:13;b'@republikaonline Saling memaafkan, yg penting KPK sudah dibersihkan, jadi aman korupsi bansos....';0;1,39268E+18;MensosJ;0;Twitter for Android;0;[]
13/05/2021 03:19;b'@Apewe171 @bangZhack86 Hingga kadernya korupsi dana bansos';0;1,39268E+18;Maghfuruddin1;0;Twitter for Android;0;[]
13/05/2021 03:30;b'Kok koyo ngene toh ngurus Negoro, opo iki dagelan, maca berita iki sing waras dadi edan kabeh. Iki rezim wes tenan ndablek, sing bener dadi ndak bener, lah sing ndak bener dadi bener, pejabate ora ana isine, bansos ditelen, KPK dipateni. Mbuh lah iki mo dadi kyk opo Indonesia https://t.co/Twv7rGdysd';0;1,39268E+18;Babamovic;0;Twitter for Android;0;[]
13/05/2021 03:35;b'RT @DVFirmansyah: Kasus bansos jika terbongkar sampai akar akan mengguncang dunia. Maka, salahsatunya, pegawai KPK perlu dikondisikan denga\xe2\x80\xa6';0;1,39268E+18;Fazli21941115;1;Twitter for Android;1;[]
13/05/2021 03:37;b'@JebulMania291 oooo,begitu  ya.begitu jg yg ngomong panggung catatan demokrasi,yg non aktif lg meriksaq kasus benur lobster dan bansos ya pak';0;1,39269E+18;zulhamkenzo;0;Twitter for Android;0;[]
13/05/2021 03:46;b'@PutraErlangga_ Demi keadilan kembalikan dana bansos yg kau tilep madam';0;1,39269E+18;pujisopy;0;Twitter Web App;0;[]
13/05/2021 03:46;b'Hamper-hampers pleeer, tinggal bilang sumbangan doang pake segala hampers. Lebih bagus juga bahasanye bansos';0;1,39269E+18;mariberfikri;0;Twitter for Android;0;[]
13/05/2021 03:50;b'@aslam_racing_t @mey98235 Organik atau unorganik, beli atau bansos, eh.';0;1,39269E+18;asyukriholil;0;Twitter for Android;0;[]
13/05/2021 03:54;b'Apaan sih yang enggak kalo buat parte monyong putih toh ujung ujung dagang nasionalis dan wong cilik tapi ujung ujung nya jual kedaulatan negara dan korupsi bansos untuk wong cilik \xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad https://t.co/LlJDKFigU2';0;1,39269E+18;HeruMendez;0;Twitter for Android;0;[]
13/05/2021 04:02;b'RT @jokosantok1234: @ulil Para pembela bansos asabri bpjs pd bersorak sorak... krn sbntr lg mrk dpt bagian';0;1,39269E+18;Mriyusekali;1;Twitter for Android;1;[]
13/05/2021 04:02;b'@sandalista1789 hahaha bansos udah diembat !! apakah incentive diembat juga ???';0;1,39269E+18;Aaibadz;0;Twitter for iPhone;0;[]
13/05/2021 04:05;b'@SINDOnews Madam bansos mulai beraksi !';0;1,39269E+18;n3geri_;0;Twitter for Android;0;[]
13/05/2021 04:07;b'@fzilkamall Abisnye anak sekarang bahasanye ade aje bang afzil pake segala hampers, tinggal bilang bansos aje ribet wkw\nMinal aidin wal faizin ma prend\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f';1;1,39269E+18;mariberfikri;0;Twitter for Android;0;[]
13/05/2021 04:17;b'@Buddywas @HasbullohAli @RachlanNashidik Sepertinya baru dapet sarden bansos nih';1;1,3927E+18;Bambang07000838;0;Twitter for Android;0;[]
13/05/2021 04:17;b'Temani Lieus Sungkharisma Beri Bansos Di Gang Sempit Tamansari, Wagub DKI: Mudah-mudahan Yang Lain Bisa Seperti Ini\nhttps://t.co/BanBMxUSAi';1;1,3927E+18;geloraco;12;Twitter for Android;0;[]
13/05/2021 04:17;b'@RachlanNashidik Maklum bang, mereka kebanyakan makan babi panggang dan sarden bansos tuh';0;1,3927E+18;Bambang07000838;0;Twitter for Android;0;[]
13/05/2021 04:20;b'RT @geloraco: Temani Lieus Sungkharisma Beri Bansos Di Gang Sempit Tamansari, Wagub DKI: Mudah-mudahan Yang Lain Bisa Seperti Ini\nhttps://t\xe2\x80\xa6';1;1,3927E+18;ujangnurman2;12;Twitter for Android;1;[]
13/05/2021 04:24;b'Temani Lieus Sungkharisma Beri Bansos Di Gang Sempit Tamansari, Wagub DKI: Mudah-mudahan Yang Lain Bisa Seperti Inihttps://https://t.co/ZaolNJ4gr1 https://t.co/XjOgfRPMGa';1;1,3927E+18;ayojalanterus_;0;IFTTT;0;[]
13/05/2021 04:30;b'#SelamatLebaranJagaKesehatan\nBanyak yg mentertawakan aturan dan anjuran pemerintah dlm penanganan Kovid-19, tapi klo dapat Bansos berangkatnya paling pagi, giliran kena Kovid nomor satu menyalahkan Pemerintah. Cool bgt dah jadi Warganegara model gini \xf0\x9f\x99\x88 https://t.co/xSZgMTaAFX';0;1,3927E+18;RiantiDiani;15;Twitter for Android;0;['SelamatLebaranJagaKesehatan']
13/05/2021 04:35;b'RT @RiantiDiani: #SelamatLebaranJagaKesehatan\nBanyak yg mentertawakan aturan dan anjuran pemerintah dlm penanganan Kovid-19, tapi klo dapat\xe2\x80\xa6';0;1,3927E+18;Dputrisolo;15;Twitter for Android;1;['SelamatLebaranJagaKesehatan']
