Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-20 16:34:15,"b'RT @RamliRizal: Boleh bertanya ndak, perampokan Bansos untuk puluhan juta rakyat miskin bisa dikategorikan tidak sebagai ""Kejahatan Kemanus\xe2\x80\xa6'",1395417597697355780,Dhonjuan95,1074,Twitter for Android,1,[]
2021-05-20 16:33:49,"b'RT @RamliRizal: Boleh bertanya ndak, perampokan Bansos untuk puluhan juta rakyat miskin bisa dikategorikan tidak sebagai ""Kejahatan Kemanus\xe2\x80\xa6'",1395417486758014980,RepeSaka,1074,Twitter Web App,1,[]
2021-05-20 16:32:58,b'RT @ayang_beb1004: @CNNIndonesia Negara gimana ga mau rugi trs\nMEGA KORUPSI INDONESIA\n1. Bansos: 100T\n2. Kondensat: 35 T\n3. Asabri: 23.7 T\xe2\x80\xa6',1395417276447297543,RanggaWijayaka,3,Twitter for Android,1,[]
2021-05-20 16:32:15,b'RT @YUDISMAHESA3: @qorygore Akibat lo gunain bansos COPID buat Caraoce!!! https://t.co/I5f0Am9FMx',1395417093055533057,gadun71258978,3,Twitter Web App,1,[]
2021-05-20 16:31:14,b'RT @ayang_beb1004: @CNNIndonesia Negara gimana ga mau rugi trs\nMEGA KORUPSI INDONESIA\n1. Bansos: 100T\n2. Kondensat: 35 T\n3. Asabri: 23.7 T\xe2\x80\xa6',1395416836825444352,faried58022486,3,Twitter for iPhone,1,[]
2021-05-20 16:30:58,"b'RT @HisyamMochtar: Lama2 koq jadi mikir, jangan2 kegaduhan beruntun itu emang by design. Tau sendirilah, heboh bipang saja belum benar2 red\xe2\x80\xa6'",1395416771801190401,antonratipdwi,1049,Twitter for Android,1,[]
2021-05-20 16:30:57,"b'RT @keuangannews_id: Muslim Arbi: Bongkar Korupsi Bansos 100 T, Novel Baswedan dapat Menjadi Target\xc2\xa0Pembunuhan https://t.co/EhgKtvx1qZ'",1395416765455245316,NurwendaDeden,556,Twitter for Android,1,[]
2021-05-20 16:30:41,"b'RT @Yang_Moelia: Korupsi bansos covid 19 dari kader partai penguasa, itu FAKTA! Harun masiku tak ditangkap\xc2\xb2, itu FAKTA! Pembunuhan 6 warga\xe2\x80\xa6'",1395416698602213377,dariandavin1,14,Twitter for iPhone,1,[]
2021-05-20 16:30:02,"b'RT @TeddyGusnaidi: Teddy Gusnaidi Sentil Novel Soal Korupsi Bansos Rp 100 Triliun: Ternyata Baru Halusinasi, Bukan Fakta\n\nhttps://t.co/1IAL\xe2\x80\xa6'",1395416535083065344,hamaro_id,92,Twitter for Android,1,[]
2021-05-20 16:29:10,"b'RT @cholilnafis: Klo Palestina bukan urusan kita, lalu yg mana yg urusan kita?\n\nMari kita urus juga soal korupsi Bansos yg triliunan itu. J\xe2\x80\xa6'",1395416320217284611,DidingNurislam,156,Twitter for Android,1,[]
2021-05-20 16:29:02,"b'RT @keuangannews_id: Muslim Arbi: Bongkar Korupsi Bansos 100 T, Novel Baswedan dapat Menjadi Target\xc2\xa0Pembunuhan https://t.co/EhgKtvx1qZ'",1395416283521249282,pasadenasl,556,Twitter for Android,1,[]
