Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-21 16:14:09,"b'Korupsi Bansos memang ada, @febridiansyah @nazaqistsha ? https://t.co/3ADIczlxQE'",1395774929002397698,AndreMa32495641,0,Twitter for Android,0,[]
2021-05-21 16:13:34,"b'RT @ronavioleta: Rakyat resah, korupsi di era anda semakin merajalela tapi tak kunjung dapat hukuman berat. Terutama hukuman mati buat koru\xe2\x80\xa6'",1395774780977016835,sigit_bms,261,Twitter for Android,1,[]
2021-05-21 16:13:22,b'RT @SudahToh: Bani Bipang meradang...\nMadam Bansos meriang..',1395774730544746500,Siwiliwili1,0,Twitter for Android,1,[]
2021-05-21 16:12:19,"b'RT @democrazymedia: Novel Ancam Bongkar Kasus Korupsi Bansos Rp 100 T, Istana: Tolong Jangan Berspekulasi!\nhttps://t.co/MFL8p6xPHf'",1395774464277639168,Yeas12532546,46,Twitter for Android,1,[]
2021-05-21 16:12:12,b'RT @KSPgoid: Pernyataan penyidik @KPK_RI Novel Baswedan soal korupsi bantuan sosial atau bansos senilai Rp100 triliun cenderung spekulatif\xe2\x80\xa6',1395774434355548161,ariefps999,11,Twitter for Android,1,[]
2021-05-21 16:11:58,b'@fabian_shakti @_AnakKolong @febridiansyah @nazaqistsha Klo ngga bansos masiku BAAAAAASI ....Ngga ada yg lain apa',1395774378881679362,Naia94093308,0,Twitter for iPhone,0,[]
2021-05-21 16:11:41,"b'RT @Ekomaung: Juga karena walau nanti saya lulus dgn jujur, bersih n murni sy akan tetap difitnah nepotisme karena kenal dengan walikota, s\xe2\x80\xa6'",1395774307846955010,bamzagli,1,Twitter for Android,1,[]
2021-05-21 16:10:07,b'RT @Rizmaya__: DPR Tantang Novel Baswedan Buktikan Korupsi Bansos 100 Triliun.\n\nWoww korupsi bansos 100 Triliun. Narasi yang dibangun ciami\xe2\x80\xa6',1395773910033993729,indroprayitno39,144,Twitter for Android,1,[]
2021-05-21 16:09:52,"b'RT @AnakLolina2: Terduga pemberi suap sudah di vonis 4 tahun penjara, tapi sampai saat ini tidak ada uang yg di terima pak Juliari.\n\nKira2\xe2\x80\xa6'",1395773847534653441,FDerKanzler,71,Twitter for Android,1,[]
2021-05-21 16:09:48,b'RT @kurawa: Ini kesimpulan gue :\n\n1. Gue mengutuk keras korupsi Bansos semoga gak selamat dunia akhirat.\n2. Novel sdh offside dia sbg penyi\xe2\x80\xa6',1395773832519061509,agus_dermawan,841,Twitter for Android,1,[]
2021-05-21 16:09:47,"b'RT @thepatriot2019: @JudahLion888 @Haji_Bajuri @CNNIndonesia Laah Korupsi Bansos level Menteri, khan Jokei pernah bilang tidak ada Visi Mis\xe2\x80\xa6'",1395773829532721152,JudahLion888,1,Twitter for Android,1,[]
2021-05-21 16:09:37,"b'RT @NOTASLIMBOY: Gua coba-coba bikin paket sembako dengan budget pemerintah kmrn, utk dikasih ke tukang ojek. Untuk 300rb, jadinya mewah ba\xe2\x80\xa6'",1395773784712376328,kxrlxxlrxk,3918,Twitter for iPhone,1,[]
2021-05-21 16:08:54,"b'@JudahLion888 @Haji_Bajuri @CNNIndonesia Laah Korupsi Bansos level Menteri, khan Jokei pernah bilang tidak ada Visi Misi Menteri yg ada Visi Menteri Presiden. naah loe, Menpora Imam Nahrowi OTT KPK, Mensos Idrus Marham OTT, Belum yg Gubernur2 dan Bupati Walikota dari Partai Koalisi, eh KPK dilemahkan. Optimis Indo Maju!'",1395773607159029763,thepatriot2019,1,Twitter for Android,0,[]
2021-05-21 16:08:08,"b'RT @ProfesorZubairi: Kalau korupsi bansos yang diduga mencapai Rp 100 T itu benar, maka korupsi adalah pandemi yang nyata juga di Indonesia\xe2\x80\xa6'",1395773412442722304,elherviza,872,Twitter for Android,1,[]
2021-05-21 16:07:35,b'@KemensosRI mohon ijin bertanya untuk pengaduan bansos kenapa ibu sya sudah lanjut usia ko gk pernah dapat bansos sedangkan yang kehidupanya cukup ko selalu dapat padahal data dtks sudah ada..terima kasih',1395773274122952704,Rijal95045510,0,Twitter for Android,0,[]
2021-05-21 16:07:18,"b'RT @bowmen_m: Tujuan utama disahkannya UU ITE pada masa SBY...""Melindungi aset virtual masyarakat Indonesia, bukan menjadi tongkat pemukul\xe2\x80\xa6'",1395773201565683713,AliWafa0077,71,Twitter for Android,1,[]
2021-05-21 16:06:16,"b'Novel Baswedan Sebut Dugaan Korupsi Bansos Rp 100 T, KSP: Rasanya Tak Masuk Akal\nhttps://t.co/5GQSYWnMYF'",1395772943100047368,OposisiCerdas,6,Twitter Web App,0,[]
2021-05-21 16:01:54,"b'Juga karena walau nanti saya lulus dgn jujur, bersih n murni sy akan tetap difitnah nepotisme karena kenal dengan walikota, sekda dan para kepala dinas\n\nNaaahhh...itulah mengapa sy benci bgt ama kasus bansos, karena mengorbankan juga org2 yg harusnya bisa berbuat bnyk buat negeri'",1395771843609468929,Ekomaung,1,Twitter for Android,0,[]
2021-05-21 15:58:43,"b'RT @geloraco: Novel Baswedan Sebut Dugaan Korupsi Bansos Rp100 T, KSP: Rasanya Tak Masuk Akal\nhttps://t.co/Nx6PFCd18i'",1395771043386564610,KoboiSyariah,12,Twitter for Android,1,[]
2021-05-21 15:58:15,"b'RT @FaGtng: Permainan penyidik @KPK_RI \nMenangkap orang yg tidak ada di TKP OTT , menstempel ""TERSANGKA"" hanya karena pengakuan lisan tanpa\xe2\x80\xa6'",1395770927132991490,herysubagiyo4,40,Twitter Web App,1,[]
2021-05-21 15:58:10,b'RT @Rizmaya__: Begitulah sakti-nya pasal suap dalam UU Tipikor. Tanpa alat bukti yg cukup &amp; hanya keterangan/pengakuan lisan penyidik KPK b\xe2\x80\xa6',1395770902659309571,andre_bold,115,Twitter for Android,1,[]
