Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-18 16:14:36,"b'RT @NOTASLIMBOY: Gua coba-coba bikin paket sembako dengan budget pemerintah kmrn, utk dikasih ke tukang ojek. Untuk 300rb, jadinya mewah ba\xe2\x80\xa6'",1394687878072963079,fauzoy,456,Twitter for Android,1,[]
2021-05-18 16:14:31,b'RT @msaid_didu: Malam ini ketemu mas Novel @nazaqistsha - angka korupsi bansos Rp 100 trilyun memang menarik https://t.co/0kteq5OsMo',1394687856312946691,walian76,331,Twitter for Android,1,[]
2021-05-18 16:14:30,b'@FerdinandHaean3 Jreng kasatgas korupsi bansos covid yg di nonaktifkan salah satu putra terbaik Batak . https://t.co/2eDCgncugJ',1394687852366090250,lennytant,0,Twitter for Android,0,[]
2021-05-18 16:14:24,b'RT @kafiradikalis: ...Terjawab sudah tabir misteri kenapa Novel Baswedan wajib diberhentikan dari KPK.\n\nTernyata Novel sedang mengembangkan\xe2\x80\xa6',1394687828106235907,Inoe_182,370,Twitter for Android,1,[]
2021-05-18 16:14:24,b'RT @cnbcindonesia: Jreeng! Novel Ungkap Korupsi Bansos Covid Rp 100 T https://t.co/hWWbLSKabj',1394687827711954945,dnxxx__,2439,Twitter for Android,1,[]
2021-05-18 16:14:22,b'RT @cnbcindonesia: Jreeng! Novel Ungkap Korupsi Bansos Covid Rp 100 T https://t.co/hWWbLSKabj',1394687818702618629,bellabefinda,2439,Twitter Web App,1,[]
2021-05-18 16:14:22,b'Bansos 100t di korupsi buat ngapain yah',1394687816907452418,sadsatanlife_,0,Twitter for Android,0,[]
2021-05-18 16:14:09,b'RT @_abu_safa: Pantesan Novel cs jadi target.... gantung semua koruptor bansos covid !!!',1394687761546833924,WSetyorini2,2,Twitter for Android,1,[]
2021-05-18 16:14:02,"b'RT @saidi_sudarsono: Menurut NB, korupsi Bansos bisa mencapai puluhan triliun. Yg sdh ditangkap hanya DKI Jakarta, padahal proyek itu ada d\xe2\x80\xa6'",1394687733050667008,y03_n4n4,11,Twitter Web App,1,[]
2021-05-18 16:13:53,"b'RT @NOTASLIMBOY: Gua coba-coba bikin paket sembako dengan budget pemerintah kmrn, utk dikasih ke tukang ojek. Untuk 300rb, jadinya mewah ba\xe2\x80\xa6'",1394687698305048578,Rizkytri_s,456,Twitter for Android,1,[]
2021-05-18 16:13:51,b'RT @cnbcindonesia: Jreeng! Novel Ungkap Korupsi Bansos Covid Rp 100 T https://t.co/hWWbLSKabj',1394687689497083908,sahiila7,2439,Twitter Web App,1,[]
2021-05-18 16:13:51,b'RT @faktaanies: BuzzerRP dan Kaum Korupsi Bansos bakal panas liat ini \xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad https://t.co/EEEwKMioI0',1394687687064391680,satya_kusumah,61,Twitter for Android,1,[]
